,gene,mean_spearman,combined_p
7991,ADAMTSL1,0.13159644044051,1.11022302462516e-15
25075,NKTR,0.131966639760313,1.27675647831893e-15
33105,VSTM2A,0.132181620562676,1.11022302462516e-15
29890,SLIT1,0.132230662940623,1.33226762955019e-15
18459,GLRA2,0.132249067907764,9.992007221626409e-16
49169,ENSG00000285940,0.132392447101555,9.992007221626409e-16
20448,KIAA0513,0.13285724803068,1.33226762955019e-15
27208,PPP2R3A,0.133053292586629,1.11022302462516e-15
8011,ADCY2,0.133164863924497,1.33226762955019e-15
18741,GPRASP1,0.133222258852564,1.33226762955019e-15
16201,DIRAS3,0.133235854614885,9.992007221626409e-16
23239,LRRC4C,0.133518823960371,1.11022302462516e-15
3779,AC027288.3,0.133635399414533,9.992007221626409e-16
18641,GPC6,0.133670422475198,1.33226762955019e-15
16437,DPH6,0.134008392824411,1.11022302462516e-15
30966,TAPT1-AS1,0.134344210468913,9.992007221626409e-16
31477,TLL1,0.13472164681098,9.992007221626409e-16
23679,MBTPS1,0.134831330009123,1.33226762955019e-15
14279,CCK,0.134905701013041,9.992007221626409e-16
20802,L3MBTL4,0.135011950005054,1.11022302462516e-15
18530,GNG12,0.135292212819845,9.992007221626409e-16
3177,AC022150.4,0.135788214982554,9.992007221626409e-16
17662,FCHSD2,0.135993739726759,1.22124532708767e-15
20525,KIFAP3,0.136254804898797,1.11022302462516e-15
23340,LURAP1L,0.136601285094221,1.11022302462516e-15
32956,UTRN,0.136731505916217,1.11022302462516e-15
30974,TARSL2,0.136936748344672,9.992007221626409e-16
11609,ANKRD55,0.136957769035884,1.11022302462516e-15
7990,ADAMTS9-AS2,0.137234044466048,1.33226762955019e-15
23177,LRMDA,0.137446343151191,1.11022302462516e-15
23603,MARC2,0.137752292270453,1.11022302462516e-15
32878,USP11,0.138267702127234,1.33226762955019e-15
29749,SLC40A1,0.138310497761356,1.27675647831893e-15
26813,PLCXD3,0.138506785486052,1.11022302462516e-15
20261,KCNA4,0.138509756741954,1.11022302462516e-15
341,AC004540.1,0.138831510235769,9.992007221626409e-16
24695,NALCN,0.138951201739368,9.992007221626409e-16
50526,ENSG00000289899,0.139389423145455,9.992007221626409e-16
26413,PDYN,0.139740832181927,9.992007221626409e-16
15247,COL21A1,0.139771641942009,9.992007221626409e-16
32970,VAMP2,0.139870691898934,1.6098233857064801e-15
20452,KIAA0825,0.13993773185309,9.992007221626409e-16
22872,LINC02698,0.139997217443028,9.992007221626409e-16
32830,UPF3A,0.140067385825219,9.992007221626409e-16
8238,AGPAT4,0.140116372307792,1.33226762955019e-15
32696,UBE3A,0.1404339094139,1.11022302462516e-15
23616,MARCKS,0.140588158338985,1.11022302462516e-15
16332,DNAJC10,0.140984777425834,9.992007221626409e-16
10497,AL360015.1,0.141079003265575,9.992007221626409e-16
12489,ARHGAP18,0.141277233230494,1.11022302462516e-15
33675,ZDHHC23,0.141675574259117,1.33226762955019e-15
15243,COL19A1,0.142164727637906,1.11022302462516e-15
23502,MAN1C1,0.142203794907688,9.992007221626409e-16
28939,SCG2,0.142412764468137,1.11022302462516e-15
18664,GPR101,0.142846701169951,1.33226762955019e-15
21645,LINC01277,0.142995295911649,1.11022302462516e-15
26075,PALM2-AKAP2,0.143092483566769,1.11022302462516e-15
2557,AC015712.1,0.143248939563838,9.992007221626409e-16
8312,AKAP5,0.143822179772348,1.11022302462516e-15
21021,LIMCH1,0.144027599166894,1.11022302462516e-15
4649,AC079781.5,0.144403100919494,1.33226762955019e-15
15185,CNRIP1,0.144429446979453,9.992007221626409e-16
23729,MCTP2,0.144666092840047,1.11022302462516e-15
32411,TSPYL2,0.144746058738613,1.11022302462516e-15
27677,PTPRO,0.144890035477677,1.33226762955019e-15
31908,TNKS,0.145101483609102,9.992007221626409e-16
21030,LIMS2,0.145179527159725,9.992007221626409e-16
20833,LAMP5,0.145216781620283,1.11022302462516e-15
3021,AC020911.2,0.145469072934364,9.992007221626409e-16
29801,SLC5A8,0.145500041638119,9.992007221626409e-16
18781,GREB1L,0.145786111930287,1.11022302462516e-15
16486,DRD3,0.145960010490794,1.11022302462516e-15
12931,AUXG01000058.1,0.146082181300743,1.11022302462516e-15
32934,USP53,0.146264242959237,9.992007221626409e-16
15629,CTNNA2,0.146664374825291,9.992007221626409e-16
17303,FAM13C,0.146736499397387,9.992007221626409e-16
24474,MTUS1,0.147154799420511,9.992007221626409e-16
24730,NAT16,0.147583997052531,9.992007221626409e-16
29330,SHANK1,0.147773543821343,1.11022302462516e-15
18196,GAP43,0.147804443766216,1.33226762955019e-15
17762,FHL1,0.148533649444117,1.11022302462516e-15
28492,RNPC3,0.148698271352927,9.992007221626409e-16
33050,VOPP1,0.14871888732373,9.992007221626409e-16
27322,PRKAR2A,0.148807688221744,1.11022302462516e-15
32448,TTC28,0.148932811964203,9.992007221626409e-16
11407,ALDH1L2,0.149340444328346,1.11022302462516e-15
49973,ENSG00000269825,0.149794315355439,9.992007221626409e-16
29667,SLC30A10,0.149794745851504,9.992007221626409e-16
23356,LY6H,0.149880298983549,1.33226762955019e-15
20169,JAG1,0.150060303887909,9.992007221626409e-16
6534,AC107398.3,0.150324417172089,9.992007221626409e-16
13899,CADM3,0.150410219018056,1.11022302462516e-15
26945,PNMA5,0.150425256162691,1.11022302462516e-15
16117,DGKA,0.150438403771751,1.11022302462516e-15
33429,Z69733.1,0.150659535751129,1.11022302462516e-15
32818,UNC5D,0.15091526308936,9.992007221626409e-16
13314,BTBD11,0.151181101384622,9.992007221626409e-16
27330,PRKCG,0.151436069918705,1.11022302462516e-15
18075,FXYD6,0.151637053953003,1.11022302462516e-15
24672,NAB1,0.151678319417766,1.11022302462516e-15
17289,FAM126A,0.151717130407456,1.11022302462516e-15
15561,CSMD3,0.151744290168323,1.0547118733939e-15
12822,ATP1B1,0.151921070314095,1.11022302462516e-15
30587,STAC,0.151933248961845,1.33226762955019e-15
32336,TRPS1,0.151998003838362,1.11022302462516e-15
33032,VIPR1,0.152027124975468,9.992007221626409e-16
12718,ASIC2,0.152102885914897,9.992007221626409e-16
18811,GRIP1,0.152117801744255,9.992007221626409e-16
30597,STAMBPL1,0.152892979402652,9.992007221626409e-16
9323,AL136441.1,0.15292008883895,9.992007221626409e-16
27678,PTPRQ,0.153301877238609,9.992007221626409e-16
14854,CHL1,0.153430593416251,1.11022302462516e-15
33128,VWC2,0.153456583584976,9.992007221626409e-16
15207,CNTNAP5,0.153708134916102,9.992007221626409e-16
2814,AC018467.1,0.1537982647707,9.992007221626409e-16
13999,CARHSP1,0.154131095351805,1.11022302462516e-15
11539,ANK3,0.154187669628742,9.992007221626409e-16
29843,SLC8A1,0.154343684199048,1.11022302462516e-15
19984,INTU,0.154354995551573,9.992007221626409e-16
30871,SYT16,0.154695233694652,9.992007221626409e-16
18460,GLRA3,0.154764310070979,9.992007221626409e-16
32816,UNC5C,0.155030041115861,9.992007221626409e-16
21755,LINC01440,0.155087442441258,9.992007221626409e-16
10663,AL391840.1,0.155245571455418,9.992007221626409e-16
10217,AL356124.1,0.155844418073278,1.11022302462516e-15
15927,DCHS2,0.155905668867165,1.11022302462516e-15
31378,THRA,0.156061628717782,9.992007221626409e-16
11169,AL596087.2,0.156207408489493,9.992007221626409e-16
26355,PDE4B,0.15636557610183,9.992007221626409e-16
33231,WDR86,0.156940589825909,9.992007221626409e-16
45166,PRANCR,0.156998913354134,9.992007221626409e-16
8214,AGBL1,0.157862402447991,1.11022302462516e-15
30465,SRGAP3,0.157891378537878,1.33226762955019e-15
19576,HUWE1,0.158059525932337,9.992007221626409e-16
17326,FAM163A,0.1589230982324,9.992007221626409e-16
26072,PALD1,0.159189707721805,9.992007221626409e-16
20921,LDLRAD3,0.159701023511385,1.11022302462516e-15
2558,AC015712.2,0.159794064959535,9.992007221626409e-16
10652,AL391807.1,0.160280499339239,9.992007221626409e-16
29774,SLC4A10,0.160350670654315,9.992007221626409e-16
6602,AC108169.1,0.160855669287214,9.992007221626409e-16
8916,AL117327.1,0.160958436963074,1.11022302462516e-15
29594,SLC25A29,0.16110862262603,9.992007221626409e-16
30713,STX16,0.161373473195876,9.992007221626409e-16
31567,TMEM117,0.161862490520609,9.992007221626409e-16
14541,CDH9,0.161931101919203,9.992007221626409e-16
12481,ARGLU1,0.161997749318232,9.992007221626409e-16
30683,STON2,0.162212872173595,9.992007221626409e-16
13177,BLCAP,0.162639650024502,1.11022302462516e-15
13020,BAIAP3,0.163518694440935,1.11022302462516e-15
20828,LAMC2,0.164401073856075,9.992007221626409e-16
23621,MARK1,0.164445276873328,9.992007221626409e-16
16017,DDX5,0.165133895140772,9.992007221626409e-16
12743,ASTN1,0.165723965227394,9.992007221626409e-16
11581,ANKRD30B,0.166731372327763,9.992007221626409e-16
27646,PTPN13,0.167028221276592,9.992007221626409e-16
20304,KCNIP4,0.167676513992806,9.992007221626409e-16
31210,TENM2,0.167766845054061,1.11022302462516e-15
31213,TENM4,0.168015792916758,9.992007221626409e-16
30160,SNX7,0.168291888098316,1.0547118733939e-15
23944,MICU3,0.168433747841787,9.992007221626409e-16
21238,LINC00534,0.168484183755419,9.992007221626409e-16
20434,KHDRBS2,0.168776847934684,9.992007221626409e-16
14766,CFAP54,0.170066604069915,9.992007221626409e-16
21551,LINC01151,0.170140990736352,1.0547118733939e-15
16465,DPYD,0.170637895507365,9.992007221626409e-16
26278,PCED1B,0.17112900970514,9.992007221626409e-16
12897,ATP8B4,0.172229624484094,1.11022302462516e-15
32841,UPP2,0.172380347822388,9.992007221626409e-16
14763,CFAP47,0.172695637699105,9.992007221626409e-16
9092,AL132709.7,0.173214082664166,9.992007221626409e-16
24446,MTMR7,0.173481449644766,9.992007221626409e-16
26209,PCDH11X,0.173948050903435,9.992007221626409e-16
20300,KCNIP1,0.173999984206083,9.992007221626409e-16
17726,FGF13,0.17424809428091,1.11022302462516e-15
28215,RFX3,0.174290594146496,1.0547118733939e-15
33260,WFS1,0.17430765359674,9.992007221626409e-16
1306,AC008415.1,0.174997592825214,1.3877787807814502e-15
31613,TMEM159,0.175292799010103,1.11022302462516e-15
27353,PRLR,0.175634534734529,1.11022302462516e-15
14087,CBLN4,0.176032363949401,9.992007221626409e-16
13938,CAMK2D,0.176070708389228,1.11022302462516e-15
15121,CMIP,0.176086179467179,1.11022302462516e-15
11538,ANK2,0.17679159029205,9.992007221626409e-16
20558,KLF12,0.177339216102148,1.11022302462516e-15
32434,TTC14,0.178888885686922,9.992007221626409e-16
29548,SLC22A17,0.179624188722936,1.11022302462516e-15
30831,SYN2,0.179756370234729,9.992007221626409e-16
16693,EFCAB1,0.1800792186576,1.11022302462516e-15
26499,PGAP1,0.180868007542515,1.11022302462516e-15
3508,AC025159.1,0.181337381680013,9.992007221626409e-16
29834,SLC7A2,0.18332990209688,9.992007221626409e-16
25344,NRP1,0.184272781677705,1.11022302462516e-15
16919,ENAH,0.184593042493295,1.11022302462516e-15
18697,GPR176,0.186493057870558,1.11022302462516e-15
6683,AC109466.1,0.186523336908001,1.11022302462516e-15
11582,ANKRD30BL,0.187406473453486,9.992007221626409e-16
33322,XACT,0.187758973098988,9.992007221626409e-16
29095,SEMA3A,0.187984422343883,1.11022302462516e-15
29569,SLC24A4,0.188579136738387,9.992007221626409e-16
43643,ENSG00000228566,0.190330547324581,9.992007221626409e-16
26740,PKP2,0.190368589202089,9.992007221626409e-16
26436,PEG10,0.19042890439874,9.992007221626409e-16
23913,MGAT4C,0.190721214601225,9.992007221626409e-16
24919,NEGR1,0.19204009595394,9.992007221626409e-16
25146,NNAT,0.192664645839644,1.33226762955019e-15
14346,CCPG1,0.193941351455885,9.992007221626409e-16
19430,HPCAL4,0.19452755089925,1.11022302462516e-15
25260,NPNT,0.196171686928392,9.992007221626409e-16
29100,SEMA3E,0.196613835542563,1.11022302462516e-15
22802,LINC02624,0.19688303665748,9.992007221626409e-16
27893,RADX,0.197253135107493,1.11022302462516e-15
30856,SYNPR,0.198429461899198,9.992007221626409e-16
26157,PAWR,0.199847921644805,9.992007221626409e-16
34030,ZNF483,0.199925193133151,9.992007221626409e-16
23981,MIR100HG,0.199980279454575,9.992007221626409e-16
20581,KLHDC8A,0.200802615735341,9.992007221626409e-16
28975,SCN9A,0.202740422003189,9.992007221626409e-16
17556,FAT2,0.203055323370255,1.0547118733939e-15
24184,MPDZ,0.204414204594574,1.11022302462516e-15
33152,WASHC4,0.205748822706797,9.992007221626409e-16
16301,DNAH14,0.205961212876557,1.11022302462516e-15
24633,MYRIP,0.206136714317891,9.992007221626409e-16
26427,PEA15,0.206654360215898,9.992007221626409e-16
18121,GABRA3,0.207480034203759,1.11022302462516e-15
11634,ANO4,0.209603190789447,9.992007221626409e-16
21784,LINC01484,0.212527083038647,9.992007221626409e-16
2488,AC013287.1,0.213086174871555,9.992007221626409e-16
109,ABI3BP,0.213897433471692,9.992007221626409e-16
30191,SORL1,0.21432905757751,9.992007221626409e-16
775,AC005999.2,0.21461903352777,9.992007221626409e-16
33577,ZBTB20,0.216812497904775,9.992007221626409e-16
23528,MAP2,0.217439910732683,1.11022302462516e-15
23031,LINGO2,0.218753078102804,9.992007221626409e-16
14520,CDH12,0.219584238530439,9.992007221626409e-16
29702,SLC35F1,0.220655964085921,9.992007221626409e-16
29340,SHC2,0.221211630149233,1.11022302462516e-15
26519,PGM2L1,0.222444862296427,9.992007221626409e-16
15473,CREG2,0.222746613058785,1.11022302462516e-15
27497,PSD3,0.223561607767511,1.11022302462516e-15
30337,SPEF2,0.226670353109888,9.992007221626409e-16
23276,LRRK1,0.227592387521042,9.992007221626409e-16
15535,CRYM,0.228060235925566,1.33226762955019e-15
1787,AC009899.1,0.231394469028894,9.992007221626409e-16
25228,NPFFR1,0.231549002030181,9.992007221626409e-16
26350,PDE1C,0.233731430133879,1.11022302462516e-15
31551,TMEFF2,0.234000003278796,9.992007221626409e-16
26293,PCLO,0.236280565670245,9.992007221626409e-16
24744,NAV3,0.236717963186894,9.992007221626409e-16
30571,ST6GALNAC5,0.2372491302174,9.992007221626409e-16
25536,OCA2,0.240519882301927,9.992007221626409e-16
29246,SFT2D2,0.240942788784367,9.992007221626409e-16
18125,GABRB1,0.241726885668162,9.992007221626409e-16
27110,PPFIA2,0.243824195293723,9.992007221626409e-16
28260,RGS6,0.245551714933544,9.992007221626409e-16
16977,EPB41L4B,0.24594837382862,9.992007221626409e-16
12838,ATP2B4,0.246125597034169,9.992007221626409e-16
18509,GNAI1,0.252018047433336,9.992007221626409e-16
20389,KCTD4,0.254786397630469,9.992007221626409e-16
8298,AK5,0.256418646140139,9.992007221626409e-16
25622,OPRM1,0.25796935948961,9.992007221626409e-16
13282,BRINP3,0.264217396590331,9.992007221626409e-16
22149,LINC01902,0.26934913466597,9.992007221626409e-16
20477,KIAA2012,0.270556130236923,9.992007221626409e-16
33103,VSNL1,0.27361178636217,1.11022302462516e-15
18123,GABRA5,0.274028263612275,9.992007221626409e-16
17038,ERC2,0.275902334626954,9.992007221626409e-16
26077,PALMD,0.287986891166893,9.992007221626409e-16
16124,DGKK,0.294597313798479,9.992007221626409e-16
25993,P2RY1,0.295835593995383,9.992007221626409e-16
113,ABLIM1,0.296893940944669,9.992007221626409e-16
34304,ZNF83,0.297129910493696,9.992007221626409e-16
28498,ROBO1,0.308884153492925,9.992007221626409e-16
18186,GALNTL6,0.312589479275601,9.992007221626409e-16
18791,GRIA4,0.317240029304359,9.992007221626409e-16
13895,CADM1,0.330091794174326,9.992007221626409e-16
19063,HCN1,0.337686568502138,9.992007221626409e-16
18289,GDA,0.375323225692596,9.992007221626409e-16
27342,PRKG1,0.379186902268192,9.992007221626409e-16
12520,ARHGAP6,0.393592098530599,9.992007221626409e-16
