"gene","mean_spearman","combined_p"
"AC002310.1",-0.000537758413143666,0.0166685123690305
"AC002310.2",-0.00954758669711097,0.040532295306382
"AC002331.1",0.0155612585127406,3.5527136788005e-15
"AC002347.1",0.000421269965840896,0.738973084417215
"AC002347.2",0.000308184858063767,0.590758833929603
"AC002351.1",-0.0432256964540413,3.5527136788005e-15
"AC002368.1",0.00444707573206545,0.201476727361391
"AC002375.1",-0.0100509494515609,0.0748907335897822
"AC002377.1",-0.00293021905295661,2.98212925206043e-05
"AC002378.1",0.00173695066417868,0.418712097864633
"AC002383.1",0.022916942040633,3.44169137633799e-15
"AC002386.1",-0.00544851039229705,0.104727431379764
"AC002398.1",-0.00620848767222178,0.986477408378678
"AC002398.2",-0.00319556566974662,0.277346271899113
"AC002401.1",-0.00659682049747756,0.00314216098112208
"AC002401.2",0.00547341419698224,0.0625440593461583
"AC002401.3",0.000887563208361339,0.859525472338205
"AC002401.4",0.00184446907143296,0.102253304017439
"AC002407.1",0.00246431772049168,0.432005280782831
"AC002428.1",-0.00176155127816448,0.774204664074903
"AC002428.2",0.00814580286359451,0.00727250247299605
"AC002429.2",0.0310969412006776,5.99520433297585e-15
"AC002451.1",0.00054545739285382,3.5527136788005e-15
"AC002454.1",-0.0914733185663065,1.11022302462516e-15
"AC002456.1",0.00541877348552749,3.08626474376794e-09
"AC002458.1",-0.0048182707754855,0.0783094526290309
"AC002460.1",-0.00167432497053785,0.61620444884009
"AC002460.2",-0.00184879072235549,7.04991620636974e-15
"AC002463.1",0.0060654026531225,9.30094290474415e-09
"AC002465.1",0.00378566709601779,0.750579952936614
"AC002465.2",-0.00297288810343202,0.816916914464873
"AC002467.1",0.00794911245292131,0.000127868496094363
"AC002470.1",-0.00767242525692511,0.207424254125075
"AC002472.1",-0.00800610075872198,0.00604709142313054
"AC002480.1",0.0398995108614842,4.34541291838286e-12
"AC002480.2",0.0525340259260109,3.5527136788005e-15
"AC002511.1",-0.00613451011584925,0.214303406801708
"AC002511.2",-0.00600066291784321,0.122412521696128
"AC002519.1",-0.00822542306377506,0.0752167783366877
"AC002529.1",0.00380844269434928,0.88771443063983
"AC002542.6",-0.000368224506764954,0.861850180363732
"AC002546.1",-0.0107868699280232,0.00926219616691937
"AC002550.1",-0.0123983083505613,0.026755332018313
"AC002550.2",-0.00353673701187109,0.0206284852511502
"AC002551.1",-0.0131468668000547,0.00159947933282062
"AC002553.1",-0.0251825248256449,2.44265913051933e-09
"AC002553.2",-0.017972924258287,5.16382070436805e-09
"AC002558.2",-0.000265106454177782,0.76927527772792
"AC002558.3",-0.0283394782879343,4.90785745377309e-11
"AC002563.1",0.010399165756235,0.000760271772921817
"AC003001.1",-0.00156028740521021,0.0529015324135018
"AC003005.2",0.00553014669627029,0.00047881273861522
"AC003009.1",0.00302271114297678,0.929343283768113
"AC003035.1",-0.00314630270756106,0.0727595770576655
"AC003035.2",0.0307990350474923,3.51281564392458e-08
"AC003043.1",0.00184852128943718,0.262579520080302
"AC003043.2",-0.00970004968515225,0.043916381941087
"AC003044.1",-0.00819720690561518,7.04991620636974e-15
"AC003070.1",0.00124349023496383,0.352116860256109
"AC003070.2",-0.00435191923425774,0.0772450392752825
"AC003077.1",0.0168448856245417,0.000851791645894662
"AC003084.1",0.000381689033664841,0.000271277018689786
"AC003086.1",0.0406912670200397,7.04991620636974e-15
"AC003087.1",-0.00907045595720128,0.0174907450654587
"AC003092.1",-0.00021527876172229,0.92918216325525
"AC003092.2",0.00528961908341689,0.00973374128669341
"AC003093.1",0.00603908248429327,2.59903210064749e-13
"AC003098.1",-0.00351085114374737,0.3302990986665
"AC003101.1",0.00249343998137419,0.0601582777659617
"AC003101.2",-0.000440153721157489,0.499620929303125
"AC003102.1",-0.0111481896223262,0.000993562269296033
"AC003659.1",-0.0456114535891299,6.27276008913213e-15
"AC003666.1",-0.0126123568995178,0.000182828616546948
"AC003681.1",-0.000951969732969163,0.0086888142748715
"AC003682.1",0.000108667845479011,1.75893868511467e-05
"AC003684.1",-0.00111571065650832,3.00324373148086e-08
"AC003685.1",0.0138759936609256,0.0622072429780853
"AC003687.1",0.00581413479912564,0.220777310275582
"AC003950.1",3.71538709986662e-05,0.84224318501463
"AC003956.1",0.0030202657885321,0.0376291210790495
"AC003958.2",0.00516484293415173,0.0984791515599859
"AC003965.1",0.00393557265980364,0.0866045374079971
"AC003965.2",-0.0134193113921962,0.000545562195105931
"AC003973.1",-0.00287959756408528,0.0327067436446595
"AC003975.1",-0.00251944166522844,0.533888261479864
"AC003982.1",-0.00217847720947212,0.154808879157046
"AC003984.1",0.00294043406462993,0.0874624472663998
"AC003985.1",0.0132055733978916,0.00490603783066396
"AC003986.1",-0.00345945095900225,0.696116010207501
"AC003986.2",0.00168034673028563,0.696717190094388
"AC003986.3",-0.00626244993739638,0.427373978218504
"AC003988.1",0.0116875573425436,3.26640926215371e-05
"AC003991.1",-0.0428812419489843,7.04991620636974e-15
"AC003991.2",-0.00518298141997615,0.0646167834062934
"AC003992.1",0.00728272375199214,0.00182355556306263
"AC004000.1",-0.0115294352196225,0.000420475214625571
"AC004009.1",-0.024640377887017,4.42886418167143e-05
"AC004012.1",-0.00493426531475084,0.623262262998511
"AC004014.1",0.0079462333430104,0.195502187521607
"AC004023.1",0.00523391149776074,0.0245881118566998
"AC004034.1",-0.00499440129882838,0.225504659699747
"AC004039.1",0.0220392460276621,1.89555593443913e-11
"AC004047.1",0.00060947913436572,0.274471442990681
"AC004052.1",0.000773403960700235,0.128134269606263
"AC004053.1",0.000645730698902289,3.77957887209845e-10
"AC004054.1",-0.00834923941639346,0.0445398623781238
"AC004063.1",-0.00224853296750438,0.0295027448767114
"AC004066.2",0.00533547322001168,0.756997045761238
"AC004067.1",0.00616132704366368,0.0221573821692473
"AC004069.1",-0.0185399532662833,2.14474271675869e-10
"AC004076.2",-0.0133745885216173,0.000108850340278077
"AC004083.1",0.0459046369355845,6.16173778666962e-15
"AC004112.1",0.0185331189904411,1.43846399602854e-06
"AC004130.2",0.0131196424327096,1.85250629414213e-06
"AC004147.1",0.00707396261967063,0.0272166948216153
"AC004147.2",0.0454891409020096,7.04991620636974e-15
"AC004147.3",0.0342844988496669,1.12465592394528e-13
"AC004147.5",-0.000967912052789578,6.84894155229543e-05
"AC004148.1",-0.000286637582482822,0.83234068671479
"AC004156.1",-0.00717910543732603,0.00143976462308609
"AC004158.1",0.0701117357525912,1.38777878078145e-15
"AC004160.1",-0.157061283551709,1.0547118733939e-15
"AC004160.2",-0.0366097522211165,3.5123715047547e-10
"AC004217.1",-0.00127293682875848,0.116823916530431
"AC004221.1",-0.00724042855810442,0.0179940942816655
"AC004223.2",-0.00596384035350541,0.353005397300636
"AC004223.4",-0.00892652536625538,0.141260589876615
"AC004231.1",0.000929171184957329,0.0114756394272855
"AC004231.3",-0.00585269179020527,0.0264025943577971
"AC004232.1",0.00106388239335388,0.606644129051591
"AC004233.1",-0.0131940247363833,0.00173655730128164
"AC004233.2",-0.0397209364921297,1.57762691799235e-13
"AC004233.3",-0.0151196050217625,0.000698137039326807
"AC004241.1",0.00413608304341465,0.00237049304415032
"AC004241.2",-0.000437459219545245,0.368236695795479
"AC004241.3",0.00155050474668612,0.430383484631821
"AC004241.4",0.00169682037501588,0.58681135861056
"AC004253.1",0.00101727314687682,0.68455843642251
"AC004253.2",0.00569237510504847,0.234986709411043
"AC004257.1",0.000162046727814732,0.479159981847523
"AC004263.1",-0.021674820901379,7.21041358237029e-06
"AC004263.2",-0.0155327753564624,0.000669813084464399
"AC004381.1",-0.0105109811113061,0.000518439010495197
"AC004408.1",0.000106781507198958,0.0288336891199629
"AC004415.1",-0.0034147927360335,0.376808760756504
"AC004448.2",-0.0160657343929642,3.86938042939988e-07
"AC004448.3",0.00512013161769647,0.0790079285652088
"AC004448.5",0.000844603620596385,0.77335419676436
"AC004449.1",-0.000178222398856697,0.574693691453922
"AC004461.2",-0.0216203446953893,0.000129912792691256
"AC004464.1",0.00526577323004607,1.37738316224878e-06
"AC004466.1",0.000344529999963409,0.00345332911044099
"AC004466.2",-0.000321643411085367,0.0810021296167343
"AC004466.3",0.000533947764104287,0.509209037933825
"AC004470.1",-0.0237536981105683,6.99440505513849e-15
"AC004471.1",-0.00307245502307898,0.477702841441281
"AC004471.2",-0.0104241366028613,0.0793584456953991
"AC004477.1",0.0183714581782637,0.00174106758733344
"AC004477.2",-0.0055199933260704,0.204916797596627
"AC004477.3",-0.00633621674909461,0.286727409686301
"AC004485.1",-0.0157910471607107,7.04991620636974e-15
"AC004490.1",-0.0093496920243627,0.0282974553181816
"AC004492.1",-0.0079148598489231,0.00435694538641301
"AC004494.1",-0.0126608103003933,0.000107664794391837
"AC004522.3",-0.0496372861427473,2.33146835171283e-15
"AC004522.4",-0.00440025322469589,0.201061861318219
"AC004522.5",0.00348806450267354,0.321431628941093
"AC004528.1",-0.00691078687694316,0.136401266811231
"AC004528.2",0.00442609721074394,0.434822046194596
"AC004540.1",0.138831510235769,9.99200722162641e-16
"AC004540.2",0.050175901746786,2.33146835171283e-15
"AC004542.1",-0.00851382184914131,0.0541126808556004
"AC004542.2",-0.0102368671103567,0.022166456414089
"AC004543.1",-0.0184062199036725,2.00494423729936e-07
"AC004549.1",-0.00233866157348196,0.0254567912473698
"AC004551.1",-0.22138344463583,9.99200722162641e-16
"AC004554.2",0.0210953527094948,3.64137831554423e-08
"AC004556.3",-0.00645844816352292,0.0741433207665407
"AC004584.1",-0.00520701797496197,0.172150893954785
"AC004584.3",0.0101628467464107,6.78801942266549e-07
"AC004585.1",-0.00361534020959638,0.399611846760092
"AC004590.1",-0.00299873423077258,0.417552359938548
"AC004593.1",0.0164582451111711,1.12211586628108e-05
"AC004593.2",0.020925978893167,1.04363278463637e-06
"AC004593.3",0.0206823519710217,1.65396850643207e-06
"AC004594.1",-0.0116001244697182,7.04991620636974e-15
"AC004596.1",0.00603192073031528,0.000712083880633207
"AC004597.1",0.00477373701553128,0.00271555708031523
"AC004637.1",-1.98446778569184e-05,0.107052668802896
"AC004672.1",0.0111954980729185,0.0188453807825436
"AC004672.2",-0.01012621122969,0.320436940119039
"AC004674.1",-0.00883406915153719,0.0180013138334698
"AC004687.1",-0.000462567692921086,0.654496797138064
"AC004687.3",-0.00684123031889361,0.922848927880813
"AC004690.2",-0.0129557317206922,0.00485583914228993
"AC004691.1",-0.00710259100853936,0.054952269231762
"AC004692.2",-0.0116760891765157,0.00724586431913132
"AC004702.1",-0.00181774335631552,2.57609971897055e-05
"AC004704.1",-0.0223268630152677,7.10125327280098e-06
"AC004706.1",-0.0215551131390683,7.04991620636974e-15
"AC004706.3",-0.0110272261310771,0.0053078002958602
"AC004707.1",0.00065524649626815,0.905646702913825
"AC004765.1",-0.00437870897415647,0.117200029506347
"AC004771.1",0.00877411793436501,0.680558887785167
"AC004771.2",0.00142586432526788,0.856960809525807
"AC004771.3",0.0180573936854621,6.63657462318668e-11
"AC004771.4",-0.00614407163768636,0.608945957685693
"AC004771.5",0.0141765827171794,4.35652366848061e-07
"AC004775.1",-0.00221720902460746,0.711941154888368
"AC004784.1",-0.0150343506677046,2.94654325605492e-07
"AC004797.1",0.00368677539339721,0.0909968754003145
"AC004801.3",0.00555266792914092,0.235743618611774
"AC004801.4",-0.00170062667409157,0.216071124124058
"AC004801.6",-0.00413882600766603,0.211030787423735
"AC004803.1",0.0501247257047214,6.77236045021345e-15
"AC004812.2",0.0316470135675269,7.04991620636974e-15
"AC004816.1",-0.0232059580979033,2.04281036531029e-14
"AC004816.2",-0.00692784291917065,0.00142453355227601
"AC004817.1",-0.0323347840580083,3.5527136788005e-15
"AC004817.2",0.00521637851076937,0.289052084123417
"AC004817.3",-0.021339471087218,2.31079855250726e-09
"AC004817.4",-0.0242629399544196,2.903333129467e-11
"AC004817.5",-0.0263126162895844,3.08830683248829e-10
"AC004825.2",-0.00110802173515677,0.561559066301047
"AC004825.3",-4.83356654721626e-05,0.0078596466419526
"AC004828.1",0.0342556178540183,6.46836639806025e-10
"AC004828.2",0.0386354452582313,3.24394400230688e-11
"AC004830.2",0.038176783088495,3.38618022510673e-15
"AC004832.1",-0.00391424012688554,0.533263580517875
"AC004832.4",-0.00947329898355219,0.0361583942857173
"AC004832.5",-0.000355995288685961,0.607641172951308
"AC004832.6",-0.00127683245327484,0.904686115179035
"AC004834.1",-0.00334517135086025,1.23345778035855e-13
"AC004835.1",-0.00360908243187688,0.984798084220204
"AC004837.2",-0.000754857562899494,0.208069782780106
"AC004837.3",0.0024253658301284,0.772558455770645
"AC004837.4",-0.00377506780163941,9.94833408751172e-05
"AC004839.2",-0.00616909123236373,7.20766777262405e-06
"AC004846.1",-0.00458423831476243,0.96545750912915
"AC004846.2",-0.0168902130831777,2.95982486409052e-06
"AC004847.1",-0.00626994698086972,0.0357406004194379
"AC004852.2",-0.00271661535288683,0.197950935885629
"AC004854.2",0.00621559743861038,1.05722794541685e-05
"AC004862.1",0.0215206267366838,1.08211313409878e-07
"AC004863.1",0.00334215974081394,0.943800244342922
"AC004865.2",-0.0141500259486363,1.98972031151268e-06
"AC004869.1",-0.00326275372531472,0.29545668159719
"AC004870.2",-0.0118260322106229,0.051267604824183
"AC004870.3",0.00551822037688936,0.716970046585157
"AC004870.4",0.00475772192053599,0.00443564935733998
"AC004875.1",-0.00630518113651842,0.292359180198092
"AC004877.1",-0.00330229723287675,0.627750857244845
"AC004879.1",-0.00339866975111275,0.184342851285259
"AC004882.1",0.00832726304661651,0.0080418944104696
"AC004882.3",0.000560391943525667,0.579187088542252
"AC004884.2",-0.00246574370064426,0.663138637942727
"AC004888.1",-0.027405044129433,3.33066907387547e-15
"AC004889.1",0.0159555526215468,9.14734153401042e-06
"AC004893.3",-0.000494116045537979,0.614488557260728
"AC004895.1",-0.000720816410382062,0.788270545351194
"AC004900.1",-0.00650000108707448,0.00169588746330218
"AC004906.1",0.0052364456453327,0.367967966775787
"AC004908.1",0.00165626532857607,0.610545246404561
"AC004908.2",0.00578570101686194,0.042424804204815
"AC004908.3",-0.00830727353994866,0.340708716451875
"AC004917.1",-0.0190132908690809,6.9025292703806e-09
"AC004918.1",-0.0775040069975311,2.33146835171283e-15
"AC004918.4",-0.0457334460377377,3.5527136788005e-15
"AC004921.1",-0.00229519322084382,0.354838261417157
"AC004921.2",-0.0119790379914386,0.0346196574248416
"AC004923.4",-0.0357115436322604,3.80084852480422e-13
"AC004930.1",0.001759088540572,0.189867053600914
"AC004936.1",-0.00576829759218788,0.354178137031553
"AC004938.2",0.0028517282555183,0.193923219211747
"AC004941.1",0.0176034547010186,1.12982035850306e-05
"AC004943.1",0.000156851110635852,0.525306650271287
"AC004943.2",0.00647292540986522,6.8185498913742e-09
"AC004943.3",0.000959657169696929,0.810487233885644
"AC004946.1",0.0212283093758466,4.08012957781034e-05
"AC004946.2",-0.000665825920456529,0.00971019646651761
"AC004947.1",0.0126332264464065,0.00044078393567909
"AC004947.3",0.00158161439709365,0.00133916022769026
"AC004948.1",0.00182008933944308,0.385803782735289
"AC004949.1",0.0111412499658392,0.0342492872759293
"AC004951.1",-0.0467167813882295,3.5527136788005e-15
"AC004969.1",-0.000217355038665561,0.828886429712924
"AC004973.1",-0.00305106242581963,0.189516909261094
"AC004974.1",0.00321238042987887,0.000150059693799942
"AC004982.1",0.00411341955000882,2.01758421081166e-09
"AC004982.2",0.00766594976392044,1.08801856413265e-14
"AC004988.1",0.013266073174247,0.00912065362002989
"AC004990.1",0.00153333767338015,0.486640162206166
"AC004994.1",-0.000253038897582721,0.0375355192521064
"AC005005.3",0.00248295157885686,0.520734090194549
"AC005005.4",-0.00586584679212858,0.740204715314154
"AC005006.1",-0.00408038873906417,0.816936870314773
"AC005008.2",0.00212283853503448,0.91678428843538
"AC005009.1",-0.00472132728007161,0.0140050793853618
"AC005009.2",-0.00773787033013659,7.04991620636974e-15
"AC005013.1",0.0555652482455706,3.5527136788005e-15
"AC005014.2",-0.0358436676316608,7.34939886726238e-12
"AC005014.3",0.00284599334214521,0.495746096266005
"AC005014.4",-0.0113947677167952,1.41214539006729e-07
"AC005019.2",-0.00363837962351657,0.257190874471759
"AC005021.1",-0.00425200429255876,0.263342357015105
"AC005034.2",0.00656793041911646,0.626881098602748
"AC005034.4",0.00609890972978963,0.483978710604112
"AC005034.5",-0.0125886145666888,6.99130619533084e-05
"AC005034.6",0.0252253690063938,0.000267441670794066
"AC005037.1",0.027437139428036,4.26880752968373e-14
"AC005040.2",-0.0268518799169306,3.5527136788005e-15
"AC005041.3",-0.00427779592913218,0.197425320979984
"AC005041.4",-0.000639109664712463,0.000176659951371838
"AC005041.5",0.00208108388558516,0.000289324878816444
"AC005042.2",-0.00898348306429974,0.0522025111769713
"AC005046.1",-0.010394247291528,0.00628417189740971
"AC005050.1",0.00266395743526599,0.466772256470695
"AC005050.3",0.00249801652048984,0.0335163945771366
"AC005052.2",-0.0224803042650086,3.81102749920648e-05
"AC005062.1",0.0222619529542483,3.5527136788005e-15
"AC005064.1",0.00869745408919026,0.00213500218976487
"AC005070.3",-0.0160376874291249,5.02647484745822e-09
"AC005071.1",0.00250469537870688,0.332045132742673
"AC005072.1",-0.028750329113646,1.185665454706e-10
"AC005076.1",0.00738475508549596,0.0200849176858591
"AC005081.1",-0.000101369333917196,3.35296291066323e-05
"AC005082.1",0.0249713853435098,2.97870711762904e-07
"AC005082.2",-0.0026600367795042,0.271186967589428
"AC005083.1",0.000322794600634775,0.0642775153878877
"AC005086.2",-0.00858486842309376,0.0215483627402521
"AC005089.1",0.0324236035174315,9.65338919911574e-14
"AC005090.1",0.00724002180445377,0.486451952369243
"AC005091.1",0.00295070870583986,0.629812057956907
"AC005096.1",-0.00376760036723528,0.325758775991459
"AC005100.1",0.065628324495708,1.77635683940025e-15
"AC005100.2",0.0070386311978388,0.0133404165889383
"AC005104.1",0.00068114586867328,0.378343424876181
"AC005104.3",-0.00406002454045278,0.66270624752245
"AC005144.1",0.0162314921636559,0.0123435206088002
"AC005153.1",-0.000635653739902568,0.556600166614829
"AC005154.3",0.0011460840878147,0.850254929159594
"AC005154.4",-0.00969113099452565,0.0799077647016177
"AC005160.1",-0.00457621796810775,0.943991798781427
"AC005162.1",0.00422102212462907,0.236794809614455
"AC005162.2",0.00954810051716479,0.00176242526961684
"AC005162.3",0.107617680510926,1.11022302462516e-15
"AC005165.1",-0.00813361224312436,2.5034974093785e-12
"AC005165.3",0.00163841862106081,0.665774648015732
