"gene","mean_spearman","combined_p"
"DSC3",0.00659947258319576,0.296898756848323
"DSCAM",-0.0155470229500262,4.05231403988182e-15
"DSCAM-AS1",-0.0104720289394379,8.04911692853238e-15
"DSCAM-IT1",-0.0111435114673337,3.66332029527738e-06
"DSCAML1",-0.098057896592215,1.11022302462516e-15
"DSCAS",0.00536339243735607,2.44360087719997e-13
"DSCC1",0.0033136857315341,5.94135851628153e-13
"DSCR4",0.0115253391344769,0.141886002949656
"DSCR8",-0.00269907394557412,0.187580255702105
"DSCR9",-0.0110968827894304,3.30450992575004e-06
"DSE",0.0214320565506084,2.05946371067967e-13
"DSEL",0.112114727685497,1.33226762955019e-15
"DSG1",-0.00146200182207282,0.727075501356602
"DSG1-AS1",0.0104655632935396,0.0145743914512511
"DSG2",0.0363015018211848,1.14372780191108e-07
"DSG2-AS1",-0.00806133827655108,0.0367602658379732
"DSG3",-0.00226041159170533,0.106349432293337
"DSG4",0.00071352848723513,0.174043366058582
"DSN1",0.0265960345781264,8.04911692853238e-15
"DSP",0.0917137833956047,1.11022302462516e-15
"DSPP",0.00294852031338499,0.631910196773173
"DST",-0.0083306451926313,1.31561428418081e-14
"DSTN",0.00880063751684852,2.66453525910038e-15
"DSTYK",0.00838666902043353,8.82123630807641e-08
"DTD1",0.0335813540881092,8.04911692853238e-15
"DTD2",0.0599892675144911,3.94129173741931e-15
"DTHD1",-0.00122346727628434,0.0667637552927548
"DTL",-0.00974261748328021,0.00951466727252809
"DTNA",-0.0450461350551738,1.99840144432528e-15
"DTNB",0.0301546845264737,1.99840144432528e-15
"DTNBP1",0.0316285267996413,8.04911692853238e-15
"DTWD1",0.0977601351829236,1.33226762955019e-15
"DTWD2",0.00364516487810116,1.15856349531263e-05
"DTX1",-0.00463270163252798,0.0639784005505136
"DTX2",0.0352108328128132,4.05231403988182e-15
"DTX3",0.0134687930909056,6.48298081884491e-12
"DTX3L",-0.0115665311729074,0.00311523167560379
"DTX4",-0.0352685911233164,4.05231403988182e-15
"DTYMK",0.0140423284412318,1.72584169177981e-13
"DUBR",-0.181604092123271,9.99200722162641e-16
"DUOX1",-0.0334578329261613,8.04911692853238e-15
"DUOX2",-0.00516108942937097,0.119832464206547
"DUOXA1",-0.028434019453843,2.03132907161674e-08
"DUOXA2",0.0005367480513004,0.751140202186348
"DUPD1",-0.0112682217710745,0.00181268940041357
"DUS1L",0.0123407512702381,5.1371734643979e-10
"DUS2",-0.0117407917521628,6.12287998080774e-14
"DUS3L",0.0112914762694923,0.000200328942782657
"DUS4L",0.0379136661748568,8.04911692853238e-15
"DUSP1",-0.0154778247470757,6.77236045021345e-15
"DUSP10",-0.00435197360426225,4.2812206219045e-07
"DUSP11",0.0336203497200907,4.05231403988182e-15
"DUSP12",0.0111071257214023,5.66768854071142e-14
"DUSP13",-0.00205608213039877,0.0394512528708382
"DUSP14",-0.0243837629362896,8.04911692853238e-15
"DUSP15",0.00533070001380613,0.000200143269755038
"DUSP16",-0.050862544650223,2.66453525910038e-15
"DUSP18",0.0612042956612439,1.99840144432528e-15
"DUSP19",0.0260493898092698,1.40436551276935e-11
"DUSP2",-0.0507587247183734,4.05231403988182e-15
"DUSP22",0.000503163304170382,1.29539268201029e-10
"DUSP23",-0.0325444543805932,8.04911692853238e-15
"DUSP26",0.0373198148686727,4.32986979603811e-15
"DUSP27",-0.00500859270874819,1.06013647571679e-06
"DUSP28",0.0125070017217059,9.19481024652669e-08
"DUSP3",0.00667452487871693,4.05231403988182e-15
"DUSP4",0.0485807405570648,2.33146835171283e-15
"DUSP5",0.0217226174715496,2.66453525910038e-15
"DUSP6",-0.0653627974710741,2.55351295663786e-15
"DUSP7",-0.0642950784837064,1.99840144432528e-15
"DUSP8",-0.0301196464971549,8.86009043910008e-11
"DUSP9",0.0231125057299366,6.3765487334777e-10
"DUT",0.0240848463329824,7.93809462606987e-15
"DUX4",0.00219357651906092,0.665809431386564
"DUXA",-0.00431599601602118,0.126932368581783
"DUXAP8",-0.00678042352375703,8.04911692853238e-15
"DUXB",0.0137281338042378,0.0194687153852239
"DVL1",-0.0134740882451148,3.37050498622204e-09
"DVL2",0.0153087749540009,6.79584644950326e-05
"DVL3",0.0177320370607265,2.78665979180914e-14
"DXO",0.0280235119176207,4.05231403988182e-15
"DYDC1",0.0558441036872191,1.99840144432528e-15
"DYDC2",0.049124942342937,1.99840144432528e-15
"DYM",0.0550197084130223,2.66453525910038e-15
"DYNAP",-0.00496121871182363,0.103027791259202
"DYNC1H1",0.0210886786415009,2.66453525910038e-15
"DYNC1I1",-0.0976999391745705,9.99200722162641e-16
"DYNC1I2",0.070945951847027,1.88737914186277e-15
"DYNC1LI1",0.0105818162670216,8.04911692853238e-15
"DYNC1LI2",-0.0297186123524648,8.04911692853238e-15
"DYNC2H1",0.0367444964365728,7.99360577730113e-15
"DYNC2LI1",0.0913060732408594,1.33226762955019e-15
"DYNLL1",0.0276488881149618,1.99840144432528e-15
"DYNLL2",0.000335636016187233,1.99840144432528e-15
"DYNLRB1",-0.0207696786799786,7.04991620636974e-15
"DYNLRB2",0.0436714401162759,7.99360577730113e-15
"DYNLT1",0.0334035416564435,7.7715611723761e-15
"DYNLT3",0.0287594281415589,1.99840144432528e-15
"DYRK1A",0.0460135287475283,8.04911692853238e-15
"DYRK1B",-0.00943618960178891,4.71204088905997e-05
"DYRK2",-0.0337715881201078,3.94129173741931e-15
"DYRK3",0.0126245724147895,8.04911692853238e-15
"DYRK4",0.0512018479118896,4.05231403988182e-15
"DYSF",-0.098239331204415,1.33226762955019e-15
"DYTN",-0.00436994025312306,7.19902381596249e-08
"DZANK1",0.0101932129367163,0.00116317695824697
"DZIP1",0.057005101102418,4.05231403988182e-15
"DZIP1L",-0.0150450717471397,8.04911692853238e-15
"DZIP3",0.0949570079823148,1.55431223447522e-15
"E2F1",0.00430340527022997,0.190817413697801
"E2F2",-0.00621296969391062,0.0365519996890357
"E2F3",0.00336285305530218,8.04911692853238e-15
"E2F3-IT1",-0.0201113337847268,6.20769851189529e-06
"E2F4",0.0241056478549938,8.04911692853238e-15
"E2F5",-0.00978504419750865,1.87201229517875e-08
"E2F6",-0.0318349948424646,8.04911692853238e-15
"E2F7",0.00819237822661876,0.00302418038268398
"E2F8",0.00230618227473986,0.474264551191039
"E4F1",0.00626087187936967,0.00229586535056125
"EAF1",0.00925285603829789,7.82707232360735e-15
"EAF1-AS1",-0.0203253446921333,6.0414771598627e-05
"EAF2",-0.0201369795219994,8.04911692853238e-15
"EAPP",-0.0130614337044782,8.04911692853238e-15
"EARS2",-0.0200646428879721,0.000191966067510763
"EBAG9",0.0314323571799512,8.04911692853238e-15
"EBF1",-0.16482360414456,1.11022302462516e-15
"EBF2",-0.0173419215092453,8.04911692853238e-15
"EBF3",-0.00586444897676832,0.143960402877569
"EBF4",0.000134857283862077,4.37982983214624e-12
"EBI3",-0.00598247933218996,0.00276182007512049
"EBLN1",0.00103602135882159,0.110127840701727
"EBLN2",-0.0337676951629962,2.04867234288031e-11
"EBLN3P",0.024043797100476,8.04911692853238e-15
"EBNA1BP2",0.00259193744374429,8.04911692853238e-15
"EBP",-0.00276344568675146,6.06164957117628e-08
"EBPL",0.0331448496652176,8.04911692853238e-15
"ECD",0.00487357813861048,3.16197068528368e-12
"ECE1",-0.183815807919051,9.99200722162641e-16
"ECE2",0.0598207766521893,1.99840144432528e-15
"ECEL1",-0.00176182002158164,0.064234348460052
"ECH1",-0.00526518817256924,9.73564647788194e-08
"ECHDC1",0.00488994768774333,7.5611183980584e-12
"ECHDC2",-0.0205988358283371,8.04911692853238e-15
"ECHDC3",-0.00730069947322348,0.000112853807759272
"ECHS1",0.008641283058064,1.12687636999453e-13
"ECI1",-0.00857697313749206,0.00238850162333532
"ECI2",0.0703133720359015,1.60982338570648e-15
"ECM1",-0.0191058077513001,3.20622972616036e-11
"ECM2",0.0142955092344531,5.04509777993767e-05
"ECPAS",0.0133061436097614,8.04911692853238e-15
"ECRG4",-0.0220412699261492,8.04911692853238e-15
"ECSCR",-0.00695699521488326,0.131648699883671
"ECSIT",-0.034688668267362,4.05231403988182e-15
"ECT2",0.00129859525800537,5.16842626474556e-08
"ECT2L",-0.00611194648812152,0.0622702320452103
"EDA",-0.00856043290540835,1.50128798281912e-11
"EDA2R",-0.00290571672101846,0.620605532357222
"EDAR",-0.00760808526802845,0.00388863893727437
"EDARADD",-0.00957609981847607,0.0716316688709668
"EDC3",0.00121554226562818,1.82308823842847e-06
"EDC4",0.00172185851758332,8.04911692853238e-15
"EDDM13",0.00149949697203184,0.000224492375474172
"EDDM3A",0.000525131283046961,0.128459337199576
"EDDM3B",-0.00406337331906129,0.53337208343215
"EDEM1",0.0143346230662133,1.80758578693929e-06
"EDEM2",-0.00481572982295229,0.157847598212479
"EDEM3",0.0444439507550599,3.94129173741931e-15
"EDF1",-0.0118543680476527,2.66453525910038e-15
"EDIL3",-0.106472407386451,1.33226762955019e-15
"EDN1",-0.00448445779780908,0.0033637752711933
"EDN2",-0.00155279047008628,0.496100036491481
"EDN3",-0.00149046547257091,0.111792300477428
"EDNRA",-0.00500611264122272,0.00120008390785387
"EDNRB",0.000906253290268433,0.0447038063287519
"EDNRB-AS1",-0.00147175156030105,0.947598747254377
"EDRF1",-0.00288799903789039,1.46604950401752e-13
"EDRF1-AS1",0.00246049031496001,0.00102650521232039
"EDRF1-DT",-0.00641091167174644,0.000432871223677134
"EEA1",0.0792023099472102,1.60982338570648e-15
"EED",-0.00718341353258129,4.46770350048808e-06
"EEF1A1",0.0282646690237388,1.33226762955019e-15
"EEF1A2",-0.0350142627141998,2.66453525910038e-15
"EEF1AKMT1",0.003320193767503,0.0339305428443418
"EEF1AKMT2",0.0360783867646685,4.05231403988182e-15
"EEF1AKMT3",-0.00562291665622356,0.0113073191531882
"EEF1AKMT4",-0.0166965513194108,0.00151434752583962
"EEF1AKNMT",0.00297009191067925,1.28192068071797e-10
"EEF1B2",0.00871466323273823,2.66453525910038e-15
"EEF1D",-0.025768391417867,2.32309116388052e-10
"EEF1E1",0.030587809070131,8.04911692853238e-15
"EEF1G",0.0183541300585773,4.05231403988182e-15
"EEF2",0.0355440115708836,1.99840144432528e-15
"EEF2K",0.0233415219399351,8.04911692853238e-15
"EEF2KMT",0.0192749370413939,2.93758576933034e-05
"EEFSEC",0.0043035298279966,8.04911692853238e-15
"EEPD1",-0.126468614468649,9.99200722162641e-16
"EFCAB1",0.1800792186576,1.11022302462516e-15
"EFCAB10",0.0517103390034798,2.66453525910038e-15
"EFCAB11",0.0216647181684595,4.05231403988182e-15
"EFCAB12",0.071003540758936,2.1094237467878e-15
"EFCAB13",0.0153923080517408,5.47184519916755e-12
"EFCAB14",0.00545025967488255,8.04911692853238e-15
"EFCAB14-AS1",0.00630478784403652,0.000182052140699662
"EFCAB2",0.058908197851032,2.60902410786912e-15
"EFCAB3",-0.0163011642847553,0.000555771983299203
"EFCAB5",0.00337347784464979,5.81768621750189e-05
"EFCAB6",0.0588085386941352,4.05231403988182e-15
"EFCAB6-AS1",0.0108438479871109,0.000194721296058298
"EFCAB7",0.050968776342935,2.60902410786912e-15
"EFCAB8",0.0142951806298854,8.04911692853238e-15
"EFCAB9",-0.0105880720687431,0.00917952879754202
"EFCC1",0.00144315993919261,0.000695676449628702
"EFEMP1",0.00491080414566216,1.12691659420738e-06
"EFEMP2",0.0151907947512829,2.62572230708136e-06
"EFHB",0.0145223398792219,6.04172267770764e-11
"EFHC1",-0.0135133087071539,4.05231403988182e-15
"EFHC2",0.028686233249732,8.04911692853238e-15
"EFHD1",0.00280909952987685,8.04911692853238e-15
"EFHD2",0.0641070142839545,1.60982338570648e-15
"EFL1",-0.026713492145647,5.1236792586451e-14
"EFNA1",0.0524663958186379,2.66453525910038e-15
"EFNA2",-0.0100081772553302,0.0550131493134861
"EFNA3",0.042893438989993,4.05231403988182e-15
"EFNA4",-0.00861066191496588,0.158606734189086
"EFNA5",-0.051520373967547,1.99840144432528e-15
"EFNB1",0.00467490239317048,5.07465125476614e-10
"EFNB2",-0.105781919379473,1.99840144432528e-15
"EFNB3",0.0638614955160664,1.99840144432528e-15
"EFR3A",0.000511536737582845,4.05231403988182e-15
"EFR3B",-0.306204631040771,9.99200722162641e-16
"EFS",-0.0094707813865892,0.000670774005254837
"EFTUD2",-0.00179534081445205,3.77102705117482e-05
"EGF",0.0231983588327863,3.71924713249427e-15
"EGFL6",0.0076438949926606,0.0992746861075988
"EGFL7",0.00318216150090485,4.05231403988182e-15
"EGFL8",-0.0205269261182738,0.000221858547976905
"EGFLAM",-0.00298852373519951,0.207553214167078
"EGFLAM-AS1",0.000540603069193721,0.75275664518343
"EGFLAM-AS2",0.00292458663757397,0.527686495829078
"EGFLAM-AS4",-0.000964300899188353,0.32743336688371
"EGFR",-0.170191032471445,1.11022302462516e-15
"EGFR-AS1",-0.0125807460057402,2.61548846802739e-07
"EGLN1",-0.00549098288027694,6.0856875094828e-13
"EGLN2",-0.00517430753172422,1.59872115546023e-14
"EGLN3",-0.063871319860708,2.66453525910038e-15
"EGLN3-AS1",-0.00434739671069261,0.0462842722592961
"EGOT",-0.0122955128999412,0.000493244651406155
"EGR1",-0.0972632707915337,1.99840144432528e-15
"EGR2",-0.0455875496658621,4.05231403988182e-15
"EGR3",-0.0290780699040598,4.05231403988182e-15
"EGR4",-0.0466181719099748,2.66453525910038e-15
"EHBP1",-0.050642442529846,1.88737914186277e-15
"EHBP1L1",0.0420620712751194,8.04911692853238e-15
"EHD1",0.011099931561558,6.88806974236122e-08
"EHD2",-0.00371887400863244,1.81624296713423e-08
"EHD3",-0.00524586145936458,4.05231403988182e-15
"EHD4",-0.0159081080584572,8.04911692853238e-15
"EHD4-AS1",0.00128673585635124,0.187098476866517
"EHF",0.0021960669052259,0.04680714050122
"EHHADH",-0.0310416641145688,7.37394589833684e-11
"EHHADH-AS1",-0.0139301345684243,0.000128995934751241
"EHMT1",-0.0762524732072109,1.33226762955019e-15
"EHMT2",0.0403906278648465,8.04911692853238e-15
"EHMT2-AS1",0.00707079445063801,0.00240706732988227
"EI24",0.0276348047944846,4.88498130835069e-15
"EID1",0.0438708914267595,1.60982338570648e-15
"EID2",0.00167252224256998,8.04911692853238e-15
"EID2B",0.0865912757973549,1.22124532708767e-15
"EID3",0.00386468936871774,0.000658303704126117
"EIF1",0.089168236059181,1.33226762955019e-15
"EIF1AD",0.00145290314473357,2.69970973554301e-05
"EIF1AX",-0.00734063361117497,4.05231403988182e-15
"EIF1AX-AS1",0.00196497992963174,0.237244932508322
"EIF1AY",0.00752467994491416,1.99383898280558e-10
"EIF1B",0.0728403069303326,1.33226762955019e-15
"EIF1B-AS1",0.008193229207691,8.04911692853238e-15
"EIF2A",-0.0277397076125844,8.04911692853238e-15
"EIF2AK1",0.00876921514451833,8.04911692853238e-15
"EIF2AK2",0.0336626688043108,8.04911692853238e-15
"EIF2AK3",0.010939966144117,3.94129173741931e-15
"EIF2AK3-DT",0.00109687797385732,7.97149791176288e-08
"EIF2AK4",0.0628039096227424,1.99840144432528e-15
"EIF2B1",0.00561242119789894,1.00994985430258e-07
"EIF2B2",-0.0115225883598658,3.80251385934116e-14
"EIF2B3",-0.0304684603302968,8.04911692853238e-15
"EIF2B4",0.0428755269086092,2.66453525910038e-15
"EIF2B5",0.0341409994864256,2.66453525910038e-15
"EIF2D",0.0117259276945897,0.000318769301088317
"EIF2S1",-0.00157972330464799,3.1863400806742e-14
"EIF2S2",-0.0254468301389082,8.04911692853238e-15
"EIF2S3",-0.0072385807913508,8.04911692853238e-15
"EIF2S3B",0.00585195004136382,0.567609959975163
"EIF3A",0.0253708331979939,4.71844785465692e-15
"EIF3B",-0.012553722507025,3.28378077535385e-06
"EIF3C",-4.46294707367665e-05,0.00188702267509167
"EIF3CL",-0.00554458025206384,0.00588116173644476
"EIF3D",-0.00905212883119907,6.4361190821316e-09
"EIF3E",0.0106998577825632,3.02247602546046e-06
"EIF3F",-0.0101338524805828,1.08443699742278e-07
"EIF3G",-0.00750191560738466,8.04911692853238e-15
"EIF3H",0.0693108455132382,1.33226762955019e-15
"EIF3I",-0.0108438896589826,8.04911692853238e-15
"EIF3J",0.0202142485234573,2.66453525910038e-15
"EIF3J-DT",0.0152205507394864,4.67331173759078e-11
"EIF3K",-0.0103831627881292,1.19904086659517e-14
"EIF3L",0.0068483799930219,6.16607748193942e-09
"EIF3M",0.0332832551142157,1.99840144432528e-15
"EIF4A1",-0.00315250825209987,4.05231403988182e-15
"EIF4A2",0.0325310901989153,1.99840144432528e-15
"EIF4A3",-0.00252453553406699,8.04911692853238e-15
"EIF4B",-0.0220003035003306,8.04911692853238e-15
"EIF4E",0.0199687179071402,1.93511873192165e-13
"EIF4E1B",0.00550630690992854,4.05231403988182e-15
"EIF4E2",0.0273469442110103,8.03840327634475e-12
"EIF4E3",0.0103365380239965,1.465206158624e-07
"EIF4EBP1",0.0115925162895177,0.000481825549225323
"EIF4EBP2",0.0178964604275121,8.04911692853238e-15
"EIF4EBP3",-0.0112291870861421,0.00787016099675153
"EIF4ENIF1",0.00154600844308274,0.0253059463791933
"EIF4G1",0.0198601692335899,4.05231403988182e-15
"EIF4G2",0.0295082962187292,2.66453525910038e-15
"EIF4G3",0.0136062424229325,8.04911692853238e-15
"EIF4H",0.00322091647859656,2.66453525910038e-15
"EIF5",-0.013700797007101,2.66453525910038e-15
"EIF5A",0.00844984347911058,2.66453525910038e-15
"EIF5A2",-0.0176874578943909,2.18025597575888e-10
"EIF5AL1",-0.0064964695533657,0.0305136143802502
"EIF5B",0.0417447884016674,8.04911692853238e-15
"EIF6",0.0244635640744029,4.05231403988182e-15
"EIPR1",-0.0121776016539469,8.04911692853238e-15
"EIPR1-IT1",-0.0128206661921455,0.031228573774546
"ELAC1",0.0415937888590562,7.99360577730113e-15
"ELAC2",0.0216119863039253,2.12612261130118e-10
"ELANE",-5.90783444258188e-05,0.0403375507051308
"ELAVL1",-0.0220533460452571,5.37785805332369e-08
"ELAVL2",0.0303830028052378,2.38697950294409e-15
"ELAVL3",-0.0333255197716068,4.05231403988182e-15
"ELAVL4",0.0365678869898086,1.99840144432528e-15
"ELDR",-0.0191708316758595,2.64163080881952e-06
"ELF1",0.024133461452064,8.48696984911967e-09
"ELF2",-0.0598764095024784,1.60982338570648e-15
"ELF3",-0.00133211478019787,0.999310126660011
"ELF3-AS1",0.00310381567878871,0.457218705856281
"ELF4",-0.00576231583804336,0.0813682574476289
"ELF5",-0.018811311204237,1.86876430777194e-05
"ELFN1",-0.058844309495903,2.66453525910038e-15
"ELFN1-AS1",-0.0102377725845388,0.135193074986061
"ELFN2",-0.00584509068163741,4.93834981574182e-07
"ELK1",0.0301277723102496,8.04911692853238e-15
"ELK3",0.00595993622202366,0.00295579694976988
"ELK4",0.016887075640825,8.04911692853238e-15
"ELL",-0.0930082178148601,1.33226762955019e-15
"ELL2",-0.328516655260506,9.99200722162641e-16
"ELL3",0.0229284153076666,1.76592211964532e-07
"ELMO1",0.00663557809818738,4.05231403988182e-15
"ELMO1-AS1",-0.00880515473415797,0.0766689902031251
"ELMO2",-0.0396514032074232,8.04911692853238e-15
"ELMO3",0.0096613271830269,0.000568219393031921
"ELMOD1",-0.0363621191236016,1.99840144432528e-15
"ELMOD2",0.00600450202264686,2.33625209633548e-06
"ELMOD3",-0.00619783909425559,4.4646730756881e-11
"ELMSAN1",0.0100085813739027,0.00267238061716768
"ELN",0.0213138698929899,7.80364661778776e-12
"ELN-AS1",0.0276560290419648,8.04911692853238e-15
"ELOA",-0.0087797953352208,3.35364513937009e-11
"ELOA-AS1",0.0322134242563785,8.04911692853238e-15
"ELOA2",0.00326936867237348,0.349039470303294
"ELOA3B",0.00109099528577698,0.171489293127514
"ELOB",-0.00985946261224124,1.99840144432528e-15
"ELOC",-0.0299605178658233,4.05231403988182e-15
"ELOF1",0.0114459934602186,1.06414876910321e-13
"ELOVL1",-0.0264622077985581,2.79387624146921e-13
"ELOVL2",-0.0485155170446568,4.05231403988182e-15
"ELOVL2-AS1",-0.0175069540063498,0.00100120914422624
"ELOVL3",-0.00384836761295058,2.56873346939357e-05
"ELOVL4",-0.0197550142555928,8.04911692853238e-15
"ELOVL5",-0.111514801537095,1.33226762955019e-15
"ELOVL6",-0.0110982637323192,4.05231403988182e-15
"ELOVL7",0.056776602740957,3.44169137633799e-15
"ELP1",0.0713212822922853,1.99840144432528e-15
"ELP2",0.0760905623419312,1.99840144432528e-15
"ELP3",0.0280809268897131,8.04911692853238e-15
"ELP4",0.00160332237410755,1.54702306520704e-10
"ELP5",-0.0100746729441704,1.03959242251928e-05
"ELP6",-0.00958915226199593,0.00459798377640713
"ELSPBP1",-0.00453853201552339,0.951749910421167
"EMB",-0.13164217859092,9.99200722162641e-16
"EMC1",0.0279098516519408,8.04911692853238e-15
"EMC1-AS1",0.0119536801307011,0.000161027245974832
"EMC10",0.00568642875214886,6.60778315332844e-05
"EMC2",0.0261338320571979,8.04911692853238e-15
"EMC3",0.0130045357511254,1.08407727239523e-12
"EMC4",-0.00793206921976001,8.04911692853238e-15
"EMC6",-0.00333039903425251,4.05231403988182e-15
"EMC7",-0.00280395764073823,8.04911692853238e-15
"EMC8",-0.0129020067439268,0.000340886336996249
"EMC9",-0.0119221315625246,8.04911692853238e-15
"EMCN",-0.0852077564815507,1.60982338570648e-15
"EMD",0.0351651304116271,1.99840144432528e-15
"EME1",-0.00555752517074714,0.298294923171827
"EME2",-0.00705005905213345,0.00166522198495994
"EMG1",-0.016422893923069,4.45280562422212e-07
"EMID1",0.0134587001580323,1.54709578481516e-13
"EMILIN1",0.00463239773486618,0.242029446376382
"EMILIN2",-0.0118249059915785,0.00960701994688595
"EMILIN3",0.00463786158036474,0.0580368305878192
"EML1",-0.136956081917687,1.11022302462516e-15
"EML2",0.00313059800923962,1.09486604010778e-06
"EML2-AS1",-0.00201859091899534,0.0158270329126371
"EML3",-0.012250555355981,0.00298655539991294
"EML4",-0.151403417992819,1.11022302462516e-15
"EML5",-0.0623852522392045,1.60982338570648e-15
"EML6",-0.133534883307639,1.33226762955019e-15
"EMP1",-0.0064828829609625,0.000400497267745104
"EMP2",-0.0481823820471248,4.05231403988182e-15
"EMP3",0.0313152489366374,6.42182081456166e-07
"EMSY",-0.00143934891919185,0.00226425104147998
"EMX1",0.00424738747506174,4.05231403988182e-15
"EMX2",0.00239102491574408,0.165812702529374
"EMX2OS",-0.00483498877937626,0.0184623750165948
"EN1",0.000574227840887008,0.764794277354715
"EN2",-0.000171451202605988,0.5031914402356
"ENAH",0.184593042493295,1.11022302462516e-15
"ENAM",0.000953828881885039,0.0492889074333188
"ENC1",-0.0389815615177867,2.66453525910038e-15
"ENDOD1",-0.0216988241869775,4.05231403988182e-15
"ENDOG",0.0122192014366301,2.08922878996987e-11
"ENDOU",0.00072733107252684,0.65537631875212
"ENDOV",0.0188282702553561,0.000444671356287618
"ENG",-0.00179913679502577,0.00881822733856258
"ENGASE",-0.0247055984605438,1.20170368100858e-09
"ENHO",0.0208251874376715,8.04911692853238e-15
"ENKD1",0.00702143446772219,0.0142932720210179
"ENKUR",0.014904852398781,4.68580848472788e-05
"ENO1",0.027870885175285,2.66453525910038e-15
"ENO1-AS1",0.0161772983678607,0.00387830918747029
"ENO2",0.0207381935140367,4.05231403988182e-15
"ENO3",-0.00475798092802673,0.242555772443716
"ENO4",0.0112107595382707,0.00430597491241141
"ENOPH1",-0.022108753164348,3.80717679604459e-12
"ENOSF1",0.108704645063595,1.11022302462516e-15
"ENOX1",0.0453090212586718,4.05231403988182e-15
"ENOX1-AS1",-0.00156275499598669,0.392798441208914
"ENOX1-AS2",0.00242257516865868,0.134088137745976
"ENOX2",-0.0220091469246255,4.01034610297835e-07
"ENPEP",-0.0119043634602735,8.04911692853238e-15
"ENPP1",-0.00728725933431081,8.04911692853238e-15
"ENPP2",0.071365679033917,2.60902410786912e-15
"ENPP3",0.0130276281742158,6.14704799201116e-06
"ENPP4",0.0353798948068659,2.66453525910038e-15
"ENPP5",0.00287582226297799,1.83741910575463e-14
"ENPP6",0.0639115720043057,2.66453525910038e-15
"ENPP7",-0.000904850402346065,0.473302427673005
"ENSA",0.0129201962488391,3.83026943495679e-15
"ENTHD1",0.128683062842173,1.11022302462516e-15
"ENTPD1",-0.00752240429615219,0.0197026090557602
"ENTPD1-AS1",-0.0090651277437735,8.04911692853238e-15
"ENTPD2",0.00483331964964417,1.62029667460928e-10
"ENTPD3",-0.311373045580844,9.99200722162641e-16
"ENTPD3-AS1",-0.0517205003233008,2.66453525910038e-15
"ENTPD4",0.0266844185798544,1.52822199339653e-13
"ENTPD5",-0.00715735156881319,6.17162894789303e-07
"ENTPD6",0.0685505931037537,2.33146835171283e-15
"ENTPD7",-0.0842742851897589,1.11022302462516e-15
"ENTPD8",0.00526964064088157,0.0829653692241289
"ENTR1",0.017686753053532,1.380083064495e-08
"ENY2",0.0424938293204787,2.66453525910038e-15
"EOGT",0.0218922683637881,8.41328539558095e-07
"EOMES",-0.00997363237433905,0.0180529277527902
"EP300",-0.00824228709044156,2.47207861774901e-05
"EP300-AS1",-0.0128934165152851,0.00353258750133578
"EP400",0.0355469651971604,8.04911692853238e-15
"EPAS1",-0.00179428338639023,4.36950736704134e-09
"EPB41",-0.39002706040196,9.99200722162641e-16
"EPB41L1",-0.0255846052419852,4.05231403988182e-15
"EPB41L2",-0.120636645029051,1.60982338570648e-15
"EPB41L3",-0.151203000790487,1.11022302462516e-15
"EPB41L4A",-0.0202304831894327,2.16493489801906e-15
"EPB41L4A-AS1",0.0247003097838764,2.66453525910038e-15
"EPB41L4A-DT",-0.000476833617462876,0.0344738199299981
"EPB41L4B",0.24594837382862,9.99200722162641e-16
"EPB41L5",0.0140404730762812,2.66453525910038e-15
"EPB42",0.0023891536485519,0.983702030248939
"EPC1",0.0158185127515527,2.90254947854507e-09
"EPC2",0.0161239383382787,5.56190637990284e-09
"EPCAM",-0.0206430856266516,8.04911692853238e-15
"EPCAM-DT",-0.00603087855619352,3.17388765510573e-05
"EPDR1",-0.0116606898134838,8.04911692853238e-15
"EPG5",0.00150690454301842,6.93599246093246e-07
"EPGN",0.00192410343006644,0.839569336710164
"EPHA1",-0.00425957874123199,0.142701694874796
"EPHA1-AS1",-0.0117406295330194,3.71222630413115e-09
"EPHA10",0.0207943846095785,8.04911692853238e-15
"EPHA2",-0.00577628201362854,0.0290590771706973
"EPHA3",-0.0769925440235277,2.60902410786912e-15
"EPHA4",-0.0959823095319237,1.60982338570648e-15
"EPHA5",-0.250297379269201,9.99200722162641e-16
"EPHA5-AS1",-0.127896863647069,9.99200722162641e-16
"EPHA6",0.0781769400072155,1.60982338570648e-15
"EPHA7",0.0293471894746228,4.05231403988182e-15
"EPHA8",0.0125466382977983,3.22596062141134e-07
"EPHB1",-0.129746601423401,1.11022302462516e-15
"EPHB2",-0.0312173530816221,8.04911692853238e-15
"EPHB3",0.00508898067706508,4.05231403988182e-15
"EPHB4",-0.00353598509383857,0.772414749078677
"EPHB6",-0.0877045810426077,1.11022302462516e-15
"EPHX1",0.00916002507718475,5.98077143365572e-13
"EPHX2",0.00444854326736195,0.000105942669501036
"EPHX3",-0.00132765907462969,0.300389464800696
"EPHX4",-0.0626980613493723,1.60982338570648e-15
"EPM2A",0.00308213717341202,0.00554075988434599
"EPM2AIP1",0.0591560999556772,1.99840144432528e-15
"EPN1",-0.0267502349792747,8.04911692853238e-15
"EPN2",-0.0508249815343943,4.05231403988182e-15
"EPN2-AS1",-0.00481871462990219,0.00551994753391283
"EPN3",-0.00260688406322187,0.0122443966912349
"EPO",0.000329930272396728,0.208727575382251
"EPOP",-0.0213117523250483,8.04911692853238e-15
