"logFC_(Intercept)","logFC_case_controlcase","logFC_Age.at.Death","logFC_SexMale","logFC_PMI","logFC_pct_mt","logFC_pct_intronic","logFC_PC_1","logFC_PC_2","logFC_PC_3","logFC_PC_4","logFC_PC_5","logFC_PC_6","se_(Intercept)","se_case_controlcase","se_Age.at.Death","se_SexMale","se_PMI","se_pct_mt","se_pct_intronic","se_PC_1","se_PC_2","se_PC_3","se_PC_4","se_PC_5","se_PC_6","p_(Intercept)","p_case_controlcase","p_Age.at.Death","p_SexMale","p_PMI","p_pct_mt","p_pct_intronic","p_PC_1","p_PC_2","p_PC_3","p_PC_4","p_PC_5","p_PC_6","gene_id","gene"
-13.4703405127416,-0.156717437772427,-0.00130522629011686,-0.169928188953276,-0.0482378821358704,-6.92005854480778,-7.15382681946735,-0.0212239926688582,-0.0782558707347124,-0.0226400325015073,-0.0888601496159676,0.0361932145412202,0.0405688934448687,0.0916378875765761,0.209619507426762,0.00803431696612365,0.288938789984485,0.0176031654970675,2.52165079469373,0.373034586070678,0.00156249813235305,0.00342544317827628,0.00160542942550851,0.0038022028069903,0.0023531251145526,0.0029392227351405,0,0.454684499861636,0.870946452099918,0.556457538788671,0.00613838944754195,0.00606479857082064,5.71880821414319e-82,5.02586038742858e-42,1.62094423366377e-115,3.68288961087989e-45,8.48956538524259e-121,2.19823180069872e-53,2.45849799829704e-43,38,"TRBV24-1"
-15.6175564015291,-0.0958732018004016,-0.00292576538808414,-0.26245422650959,-0.0609545459117349,12.893081754945,-0.0858905548636568,-0.00646712567485781,-0.0573694325690853,-0.00628925843426519,-0.0419685549209894,0.0263050509856089,0.0337890980523822,0.103147082610737,0.253350383963888,0.00909461040821369,0.310375490880301,0.0195736656236187,5.33865035228294,1.08911637238355,0.00402557945474505,0.00819965972774748,0.00425441926373064,0.00938252571956749,0.00585829094346839,0.00767575203822729,0,0.705117588442632,0.747677543629793,0.397774646438619,0.00184500752859448,0.0157332583710051,0.937141907023607,0.108162334467543,2.62318600095552e-12,0.139330614544165,7.7109882142397e-06,7.11476053104487e-06,1.07229371280954e-05,39,"TRBV25-1"
-15.8078846370186,-0.0647184363668729,0.0124614083350808,-0.0539872480819637,-0.0382031140331876,9.17909254740699,1.18768588963556,0.0151186599318948,-0.037484247990399,-0.0108118687420806,-0.037865320315303,0.0238063052930246,0.0347318280118071,0.0947935375588292,0.230771868992619,0.00832713362633802,0.278694147159204,0.0180634887942795,6.39841685122913,1.25333212944811,0.00474405845411,0.00919816622459758,0.00488491525102515,0.0110793330353586,0.00663349722929233,0.00893874673722062,0,0.779137381178863,0.134528009066628,0.84639901408933,0.0344354434642412,0.151404513244188,0.343321601029274,0.00143825346633321,4.59773732724503e-05,0.0268757592812262,0.000631634861111862,0.000332201560349409,0.000102104089035423,40,"TRBV26"
-15.5650848009872,-0.181348029137302,0.0187792002851768,0.707532721478826,0.000907498641668315,1.82446478374006,-2.53320625137591,0.0229664955435193,0.042910226113194,-0.00281044062112698,0.0111867824034845,0.0149356020064663,-0.00511305093234387,0.058220940548421,0.139094526936524,0.00517024755560619,0.181454178727452,0.0116730488474157,5.14084312581578,1.11648544057288,0.00411509555103866,0.00763406358661045,0.00469705829690006,0.00934987096306989,0.00506615058825003,0.00774172133570609,0,0.192310156207593,0.000281051611431653,9.64965644968413e-05,0.938032433672994,0.722667487476532,0.0232737302783041,2.39090436386326e-08,1.8997701142595e-08,0.549612699834189,0.231515606133553,0.00319716580492743,0.50896251960702,41,"TRBV26OR9-2"
-16.185141081702,-0.039264519628748,0.0101102424271845,-0.0485480246147612,-0.0536488061659087,4.06973552020758,2.39571994949483,-0.00285201094915266,-0.0282211788743188,-0.00584814861743465,-0.0291502782312536,0.0166025804653113,0.0414722888948103,0.0841514692537218,0.20257897181634,0.00747615516347926,0.264488840074412,0.0163909639916033,8.07882743472432,1.47870943578561,0.00559049488009082,0.0105634661213221,0.00591886701434361,0.0129015639224101,0.00780900816697998,0.0103705635411474,0,0.846314262301508,0.176269193424513,0.854363233700997,0.00106385354056302,0.614434788365274,0.105201677345613,0.609943873851418,0.00754943493715461,0.323127163217519,0.0238561796413949,0.03349655220464,6.36001785248367e-05,42,"TRBV27"
-16.2796121795561,-0.0113349011555771,0.0038679022941562,0.18380371943721,-0.0103515979353255,12.7089328425336,0.211400011195853,-0.0214743051324002,-0.0692833002810616,0.00638146429542518,-0.0745582926561198,0.0143292526975566,-0.0030763785506803,0.0631273901257682,0.14415226866554,0.0052849971006596,0.181631398995585,0.0123602887307128,8.88904858584838,1.4295092020984,0.00591458242321509,0.0107084777581883,0.00626428348173025,0.0121876951151537,0.00930929693834119,0.00987010857841712,0,0.937325775635998,0.464251214272421,0.311557155733765,0.402318117214866,0.152794739419694,0.882435158897174,0.000282610855033516,9.80362838966589e-11,0.308342477819409,9.50514441688849e-10,0.123745441032667,0.755278869272128,47,"TRBV30"
-16.3196679155588,-0.148001928365698,0.00959387067846608,0.274067289310271,-0.0552093466569073,16.0850784065443,0.828060710586206,0.00403261066517209,-0.0301106686004031,-0.0132444099526457,-0.0473480049767127,0.00860118431367768,0.0404641702651275,0.0818718225772481,0.198281230734442,0.00720761418491627,0.243691511432431,0.016286307092075,7.30111959303162,1.59762619479016,0.0061634290868278,0.0113610103393979,0.00648115863695803,0.0133178286336271,0.00935388347643126,0.011167278817256,0,0.455411146132238,0.183164533665112,0.260738019068819,0.000699119498530935,0.0275878765604943,0.604244146311578,0.512931190172548,0.00804081127435692,0.0410004913627311,0.000377641996298331,0.357817983232155,0.000290689971838242,66,"TRBVA"
-14.8724567275481,0.0145494314379823,0.0104727844053537,-0.199375171471815,-0.0401088693922545,-1.38656007858067,-0.875468995484209,0.0299329211671077,-0.00650609657762715,-0.00628142302702676,-0.0119017887816221,0.0154582206008317,0.0420743121223659,0.0794877902063905,0.19192593969682,0.00689639875687837,0.225056104738921,0.0147566187002618,4.19855100779469,0.814387994532614,0.00300888342479709,0.0058758329713472,0.00322836670993736,0.00746569680311324,0.00428186595209471,0.00596551614190295,0,0.939572225265386,0.128866379276366,0.375676281249943,0.00656727298835625,0.741213119545915,0.282373683051552,2.5683102493891e-23,0.268179932263207,0.0516911619588193,0.110891998172555,0.000306008345372833,1.75200743863377e-12,67,"TRBVB"
-13.8482466857123,-0.103453186508629,-0.000263211664831048,-0.0651745545810118,0.00765224313370441,-1.7350725564474,-0.530440958113539,-0.00104892865534924,0.0252665867855393,0.0103475284428177,0.0227669106423045,0.0251043134627352,-0.00696754622210247,0.0413060822662771,0.0975124640932557,0.00367569885228163,0.126082702421152,0.00815450906044452,3.19496724023837,0.626077162031812,0.00223174894942049,0.00446004397937346,0.00274534041223045,0.00550487578193973,0.00331430978215142,0.00454475154908745,0,0.288725032985319,0.9429133923744,0.605212647602012,0.348035620711204,0.587085551283951,0.396858386290454,0.63835288898074,1.46940423730441e-08,0.000163821489623332,3.53763440189734e-05,3.604513864617e-14,0.12525188865901,68,"TRD-AS1"
-10.2994765868927,0.117192005904884,-0.000832292547343542,-0.00856370240399259,0.00127153597409722,1.47810171057874,-1.2220169048569,0.0124070618363298,-0.0361577612009345,-0.0206984655900507,-0.0150858101622142,0.0236730546867215,-0.0314107410920044,0.0395824453332145,0.0912430423875304,0.00349485827330852,0.119766604686813,0.0075287550798424,0.651617616569927,0.111654605257487,0.000416091661523972,0.000920159264932542,0.000468458737038863,0.0010931098840421,0.000664894985330818,0.000884330794518849,0,0.199004170670177,0.811766520054348,0.942997231892278,0.865882691907177,0.0233074256541523,7.05150191717975e-28,2.27638346341459e-195,0,0,2.51978343753825e-43,1.20618783672322e-277,2.48256531252971e-276,70,"TRDMT1"
