Gene,Phase C p-value,Phase C effect,Phase C fold-change,Phase D p-value,Phase D effect,Pct cells,Phase,Highly expressed C+,Highly expressed C-,De-repressed phase D,Case-control p-value,Case-control fold-change
ASTN1,2.05e-11,0.0007506258,1.119,0.381,0.03312489,99.94,C+,Y,N,N,0.0176,1.084
ATE1,8.87e-13,0.0009128313,1.147,0.097,0.07214143,99.88,C+,Y,N,N,0.0179,1.047
ATP1A3,2.02e-17,0.001736081,1.297,5.63e-09,0.4139517,88.61,C+,N,N,N,0.0362,1.197
ATP2A3,7.05e-18,0.007970571,3.305,3.9e-10,2.063894,6.1,C+,N,N,N,1.52e-05,1.98
ATP8A2,3.38e-24,0.0009535254,1.154,0.000102,0.122847,99.94,C+,Y,N,N,0.00529,1.095
ATP9B,1.25e-12,0.0009591545,1.155,0.125,0.07045673,99.84,C+,Y,N,N,0.0863,1.05
ATR,9.49e-15,0.001080607,1.176,0.00367,0.1381368,99.57,C+,Y,N,N,0.025,0.904
ATRX,2.08e-18,0.0009210593,1.148,2.37e-09,0.2131048,99.96,C+,Y,N,N,6.56e-06,1.121
BASP1,1.42e-15,0.001580978,1.268,3.73e-06,0.3121984,94.49,C+,Y,N,N,0.386,1.013
BDP1,3.61e-11,0.000754637,1.12,0.00314,0.1153556,99.92,C+,Y,N,N,0.342,0.969
BICD1,5.03e-12,0.001127983,1.184,0.144,0.08102978,99.02,C+,Y,N,N,0.000275,1.113
BICDL1,5.53e-12,0.001331149,1.221,0.242,0.07760746,96.04,C+,Y,N,N,0.925,0.989
BMPR2,8.16e-12,0.0007722132,1.123,0.00185,0.1187476,99.96,C+,Y,N,N,0.000103,1.084
BRAF,6e-11,0.0006458395,1.102,0.887,0.004742751,100.0,C+,Y,N,N,0.342,1.014
BRD1,4.48e-12,0.001284262,1.212,2.25e-07,0.3375213,90.55,C+,Y,N,N,0.0362,0.878
C5orf42,5.3e-13,0.0007986272,1.127,0.401,-0.03185707,99.98,C+,Y,N,N,0.636,1.007
CACNA1C,1.35e-11,0.0007270974,1.115,0.175,0.0483994,100.0,C+,Y,N,N,0.481,0.969
CACNA1D,7.72e-30,0.001118727,1.183,0.511,0.02208845,99.98,C+,Y,N,N,0.553,1.024
CADM2,2.33e-17,0.0006204492,1.098,0.0437,-0.04869466,100.0,C+,Y,N,N,0.0422,1.062
CADPS,1.74e-11,0.0008185291,1.131,0.97,0.001530867,100.0,C+,Y,N,N,0.00106,1.122
CAMSAP2,2.87e-21,0.001034534,1.168,0.648,0.01698792,99.98,C+,Y,N,N,0.00073,1.086
CAPN7,1.15e-16,0.001282919,1.212,3.35e-10,0.3316137,98.16,C+,Y,N,N,5.4e-05,1.128
CAPS2,1.84e-15,0.00228639,1.409,2.86e-06,0.4544798,82.23,C+,N,N,N,0.000659,1.218
CASC15,1.04e-16,0.001893411,1.328,0.362,0.07141097,90.19,C+,Y,N,N,0.897,1.004
CCDC192,2.75e-11,0.002320912,1.416,0.00514,0.3251285,64.48,C+,N,N,N,1.52e-05,0.663
CCPG1,7.48e-11,0.001159951,1.19,0.263,0.06876826,93.61,C+,Y,N,N,0.00161,0.873
CCSER1,3.75e-26,0.0011621,1.19,0.000323,0.1305019,100.0,C+,Y,N,N,0.00843,1.088
CDC42BPA,2.8e-20,0.0007707293,1.123,3.05e-05,0.1171155,100.0,C+,Y,N,N,0.000749,1.078
CDK13,2.38e-11,0.000707452,1.112,0.125,0.05503282,99.96,C+,Y,N,N,0.00258,1.052
CHGA,2.34e-19,0.004688696,2.02,5.8e-08,1.059072,18.02,C+,N,N,N,0.000676,1.875
CHL1,2.2e-25,0.001469335,1.247,0.896,0.006219208,99.82,C+,Y,N,N,0.186,1.057
CHM,4.14e-14,0.001233235,1.203,0.0632,0.1037303,98.43,C+,Y,N,N,0.371,1.021
CHORDC1,1.78e-16,0.001623575,1.276,8.44e-11,0.4427058,85.25,C+,N,N,N,0.0103,1.401
CLASP2,1.93e-17,0.0007644451,1.121,0.0073,0.08106077,100.0,C+,Y,N,N,0.114,1.027
CNOT4,7.06e-12,0.0009395339,1.151,0.0155,0.1135702,99.22,C+,Y,N,N,2.93e-06,1.129
CNOT6L,2.48e-11,0.001122633,1.183,0.00497,0.1612661,97.27,C+,Y,N,N,4.79e-05,1.127
CNTN1,5.75e-13,0.0006765069,1.107,0.000296,0.1134083,100.0,C+,Y,N,N,2.98e-07,1.166
CNTNAP2,6.53e-20,0.0009109579,1.146,0.0714,-0.05924252,100.0,C+,Y,N,N,9.91e-08,1.257
CSMD3,5.59e-42,0.001067431,1.174,0.00104,-0.08596332,100.0,C+,Y,N,N,0.000564,1.133
CSRNP3,7.34e-11,0.0006707293,1.106,0.742,-0.0113603,99.98,C+,Y,N,N,0.00934,1.071
CUL1,7.07e-11,0.0009476337,1.153,0.0871,0.0854429,99.02,C+,Y,N,N,0.0375,1.052
CYP4X1,8.72e-16,0.00213964,1.378,0.0022,0.2861956,73.13,C+,N,N,N,0.0491,0.917
DCDC2C,7.92e-17,0.005217287,2.187,0.000182,0.8075608,31.28,C+,N,N,N,1.16e-09,3.65
DDX5,1.13e-19,0.001289119,1.213,5.15e-05,0.1918613,99.86,C+,Y,N,N,0.166,0.936
DENND4A,3.31e-19,0.0009525562,1.154,0.12,0.0560079,99.98,C+,Y,N,N,2.66e-07,1.157
DLEU2,7.08e-13,0.001329883,1.221,0.00229,0.1884439,99.14,C+,Y,N,N,0.498,0.976
DLG2,1.95e-16,0.0004915701,1.077,0.815,0.00461282,100.0,C+,Y,N,N,0.000106,1.094
DMTF1,1.53e-21,0.001342815,1.223,3.97e-06,0.2242549,98.65,C+,Y,N,N,5.52e-08,1.28
DNAJC6,7.6e-11,0.0009511492,1.153,1.47e-09,0.2959536,99.69,C+,Y,N,N,0.0106,1.057
DNM1L,1.09e-14,0.001026104,1.166,0.00432,0.1293993,99.25,C+,Y,N,N,0.000423,0.892
DOPEY1,2.67e-12,0.0008020315,1.128,0.17,0.05353729,99.8,C+,Y,N,N,0.0067,1.055
DSCAM,2e-12,0.001150597,1.188,0.00295,0.1602796,98.96,C+,Y,N,N,9.71e-06,1.22
DYNC1I1,1.09e-38,0.001114915,1.182,0.179,0.03882456,100.0,C+,Y,N,N,0.00485,1.052
DYNC1I2,8.89e-12,0.0008968264,1.144,1.37e-05,0.1938842,99.31,C+,Y,N,N,0.386,1.044
DYRK1A,5.33e-21,0.001153623,1.189,0.098,0.06923646,99.78,C+,Y,N,N,2.3e-06,1.149
EIF4G3,7.01e-40,0.001159861,1.19,0.0178,0.07050181,100.0,C+,Y,N,N,0.000227,1.075
EPDR1,1.65e-12,0.003800594,1.768,0.0155,0.4850119,25.67,C+,N,N,N,3.65e-05,2.178
ERC1,7.56e-19,0.0006505319,1.102,0.588,0.01328357,100.0,C+,Y,N,N,4.94e-05,1.093
ERICH3,1.73e-15,0.001241622,1.205,0.113,0.08391535,99.1,C+,Y,N,N,0.164,0.965
EXOC4,3.23e-13,0.0006504525,1.102,5.06e-07,-0.1509574,100.0,C+,Y,N,N,0.0606,0.963
FAF1,4.29e-21,0.000915083,1.147,2.31e-07,0.1696754,100.0,C+,Y,N,N,0.164,1.038
FAM153B,3.68e-11,0.001054553,1.171,0.00038,0.190914,98.82,C+,Y,N,N,0.0112,1.119
FAM153C,8.76e-12,0.001346087,1.224,0.00052,0.2394974,89.29,C+,N,N,N,0.00186,1.245
FAM155A,9.11e-21,0.003941165,1.806,4.97e-07,0.6948662,81.41,C+,N,N,N,0.521,1.131
FAM169A,4.81e-11,0.001097523,1.179,0.518,-0.03680471,98.45,C+,Y,N,N,0.0863,1.047
FAM196B,3.04e-16,0.006392272,2.609,4.13e-07,1.358163,15.12,C+,N,N,N,0.00133,2.262
FBXO21,2.78e-12,0.001153216,1.189,4.68e-06,0.2608302,97.14,C+,Y,N,N,0.0321,1.065
FBXW7,1.09e-12,0.001112688,1.182,0.751,0.01668293,99.53,C+,Y,N,N,0.304,1.032
FGF12,2.29e-17,0.0009196411,1.148,0.879,0.005484406,99.98,C+,Y,N,N,0.692,0.992
FOCAD,1.19e-11,0.0006605738,1.104,0.983,0.0007096942,99.98,C+,Y,N,N,6.78e-06,1.17
FRMD4A,4.15e-18,0.001265148,1.209,0.00527,0.1343446,99.98,C+,Y,N,N,0.367,1.049
FTX,2.72e-77,0.00116838,1.192,2.44e-13,0.1531642,100.0,C+,Y,N,N,0.908,1.003
FXR1,1.97e-11,0.0009605163,1.155,1.53e-05,0.2107403,98.31,C+,Y,N,N,0.00143,1.218
GABRA2,2.28e-15,0.001190317,1.195,0.0327,0.1075457,99.69,C+,Y,N,N,0.0022,1.126
GABRG3,1.03e-22,0.001977124,1.345,0.0832,0.1166752,98.1,C+,Y,N,N,0.0013,0.877
GALNT11,2.21e-11,0.0008064207,1.129,0.034,-0.087513,99.82,C+,Y,N,N,4.15e-07,0.865
GDAP1,1.9e-11,0.0008677586,1.139,0.000907,0.1425048,99.98,C+,Y,N,N,9.29e-10,1.293
GDNF-AS1,1.24e-45,0.007890333,3.266,7.34e-15,1.443048,39.3,C+,N,N,N,5.94e-06,2.367
GLS,6.51e-27,0.001073391,1.175,0.115,0.05364744,100.0,C+,Y,N,N,0.544,1.01
GPATCH2,7.43e-17,0.001457248,1.244,0.194,0.07735233,98.33,C+,Y,N,N,0.331,0.947
GPATCH8,7.94e-29,0.001061168,1.173,6.75e-05,0.1291238,99.98,C+,Y,N,N,0.317,1.021
GPHN,3.35e-20,0.0007050358,1.112,0.234,0.03025252,100.0,C+,Y,N,N,0.353,1.036
GPM6A,2.47e-23,0.001658037,1.282,0.409,0.04594539,99.82,C+,Y,N,N,0.0533,1.14
GPR149,1.01e-17,0.001321292,1.219,0.00368,-0.1498078,99.86,C+,Y,N,N,0.626,0.959
GRIA1,9.93e-25,0.001205957,1.198,0.783,0.01084964,99.98,C+,Y,N,N,0.000268,1.171
GSTA4,2.46e-13,0.001200316,1.197,0.00902,0.1481589,96.78,C+,Y,N,N,0.00112,1.144
GTF2A1,4.76e-11,0.001484735,1.249,0.967,0.003240353,88.66,C+,N,N,N,0.246,0.957
HGSNAT,1.04e-13,0.001172533,1.192,0.396,0.04593919,99.16,C+,Y,N,N,0.0076,0.817
HLTF,1.24e-14,0.001255785,1.207,9.35e-09,0.3178182,96.96,C+,Y,N,N,0.498,1.018
HMBOX1,3.15e-11,0.0009413022,1.152,0.242,0.05649534,99.25,C+,Y,N,N,0.0014,1.097
HMGN1,8.35e-11,0.001515732,1.255,0.000171,0.3041067,78.7,C+,N,N,N,0.011,0.871
HNRNPA2B1,3.45e-11,0.0009983091,1.162,2.35e-10,0.3244075,98.04,C+,Y,N,N,0.304,1.048
HNRNPD,6.48e-14,0.001306932,1.217,2.25e-09,0.3596655,94.51,C+,Y,N,N,0.179,1.044
HSPA12A,1.1e-13,0.0009018559,1.145,0.459,0.03064982,99.96,C+,Y,N,N,0.0021,1.173
ILDR2,1.1e-13,0.007234864,2.96,0.0023,1.079518,6.63,C+,N,N,N,0.000564,0.867
INPP4B,7.3e-22,0.001319012,1.219,0.55,0.02723651,99.98,C+,Y,N,N,4.81e-07,1.204
INTS6,1.26e-13,0.001649827,1.281,0.00891,0.1979504,93.33,C+,Y,N,N,0.0134,1.088
INTU,4.93e-11,0.0009057678,1.146,0.185,0.06203839,99.67,C+,Y,N,N,0.317,1.046
JAKMIP2,1.22e-13,0.0008353087,1.133,0.424,0.03054607,99.96,C+,Y,N,N,0.0491,1.053
JPX,3.97e-11,0.0007170808,1.114,4.77e-07,0.1838128,100.0,C+,Y,N,N,0.0338,0.894
KANSL1,5.19e-18,0.0008551592,1.137,0.0227,0.07560899,100.0,C+,Y,N,N,0.0541,1.126
KDM5A,4.3e-12,0.0009125379,1.147,0.0329,0.09712209,99.55,C+,Y,N,N,3.76e-05,1.118
