"logFC_(Intercept)","logFC_conditionXDP","logFC_age_of_death","logFC_sexM","logFC_pct_counts_mt","logFC_frac_intronic","logFC_cohortCohort_2","logFC_cohortCohort_3","se_(Intercept)","se_conditionXDP","se_age_of_death","se_sexM","se_pct_counts_mt","se_frac_intronic","se_cohortCohort_2","se_cohortCohort_3","p_(Intercept)","p_conditionXDP","p_age_of_death","p_sexM","p_pct_counts_mt","p_frac_intronic","p_cohortCohort_2","p_cohortCohort_3","gene_id","gene"
-14.3663483227246,-0.112963048178605,-0.00776248618013615,-0.189093848174498,0.148623107836064,4.42833670061531,0.183631980157899,0.327825772612618,0.106497560061532,0.236176811483873,0.00901027018041328,0.386443569355708,0.120634002180213,1.36962678780033,0.280751045449578,0.261150750674536,0,0.632437662867611,0.388954263810527,0.624616481145093,0.217942837965351,0.00122393256303641,0.51306408349977,0.209365379624089,27,"FGD1"
-10.3418754500801,-0.0646254750733967,0.00472524011507459,-0.0342395577882127,-0.0258266397459089,-0.311237430063015,-0.0185252844548337,-0.0795786747077267,0.0254008041316867,0.0579810534772188,0.00218625065568415,0.0915559254414052,0.0214472352610137,0.202855904715491,0.0672994875431432,0.058526902233981,0,0.265023401912087,0.0306687631027968,0.708423480174631,0.228514465261254,0.124961180740686,0.783111613154689,0.173926794376048,28,"GNL3L"
-11.0564793009489,-0.0221591965624911,-0.00643657786415769,-0.00949595378863951,-0.0512852788087691,-3.7991006894899,-0.043467867340985,0.16736396277623,0.0474107284946594,0.107159678965441,0.00406368029958382,0.164615958222047,0.0269443003402038,0.22540279543412,0.127113596829563,0.104469231624108,0,0.836176442240162,0.113210056849335,0.953999144121706,0.0569908025200364,9.68680529544777e-64,0.73238039238039,0.109146605848988,29,"MAGED2"
-10.9415339873643,-0.154949030385339,0.00170513176548698,0.498221842146129,-0.00636325315407721,-1.28676617793832,-0.0262042592297936,-0.194876099088634,0.0453401320429642,0.102597341785732,0.0039142535184415,0.165420343885739,0.0251753457061064,0.237442661377477,0.120272313018285,0.10267500203548,0,0.130976176752457,0.663111595879605,0.00259657875442223,0.800455743174247,5.98424790879132e-08,0.827526966105945,0.057697435306616,30,"TRO"
-12.1089122707646,0.0701515917625418,-0.0081592232081214,-0.247463972276553,-0.0289149965998169,1.05595308601802,-0.118516054862665,-0.207206657540796,0.0383818836601343,0.0899267093587797,0.00338525545617061,0.145975200385794,0.0609094135808209,0.544433291773437,0.101441143447253,0.0958212272703822,0,0.43533354933957,0.0159427383575816,0.0900286370152393,0.634985626914606,0.0524349620846892,0.242676366800689,0.0305850785577689,31,"PFKFB1"
-12.8211953639904,-0.117254421584187,0.00397740700964016,0.0936877302304074,-0.0305315953501521,-2.59061921895581,-0.325635448391647,-0.465751722989285,0.0365783169346286,0.0853846087857111,0.00324347543555006,0.139776714383965,0.0667953571883037,0.579774022349082,0.0951922634940366,0.0981090330165116,0,0.169674613075841,0.220093562452313,0.502687548666092,0.647605222095032,7.88341758046556e-06,0.000624330016041028,2.06163461345011e-06,32,"APEX2"
-11.8059299884231,-0.0705533364629985,0.00758003981009283,0.246725041517032,-0.0898534637863346,-2.82240483850954,-0.065572673824368,-0.0902063566750184,0.0311444247062248,0.0715999050385189,0.00270403657479186,0.121083999092144,0.0480936387409782,0.404086502742944,0.0812957308923588,0.0785435997178385,0,0.324435927215383,0.00505933795480226,0.0415864101996635,0.0617199233159836,2.85556688761092e-12,0.419900254012108,0.250767295780305,33,"VCF2"
-11.6834965439498,-0.139628731218379,-0.00436817901225062,0.109495741232736,-0.165616756228557,-7.59130312820458,-0.452899882041335,-0.525768048284838,0.0352352268911128,0.0799477365301088,0.003095772422312,0.12967617729061,0.0415323833787873,0.288993826693293,0.0919890730659336,0.0836124592352164,0,0.0807240867280796,0.158240411380527,0.3984580827374,6.67300131303812e-05,4.44698197007273e-152,8.50491909031642e-07,3.21262442097599e-10,34,"MAGEH1"
-12.6171145118321,0.0529792891458482,-0.0125893516576154,-0.0266664471956951,-0.0579355880914184,-3.83594299590139,0.092705687133055,0.103802986835003,0.0629019740800471,0.150835709315386,0.00542143775730515,0.234151998945285,0.0609664698927475,0.551354462263933,0.172046530520718,0.147697584982151,0,0.725409524160992,0.0202252576337871,0.909328798035904,0.341966906560898,3.4683532619301e-12,0.589996720639315,0.482175653511045,35,"USP51"
-14.415474303314,-0.145872943373714,-0.00371329619027138,-0.161138313007795,0.144852758962395,-1.45968904507805,-0.173159786072483,-0.234786314980559,0.0545906522791253,0.118225263289256,0.00416355227726488,0.183248771074124,0.103571703917585,1.24729052795944,0.138739039379411,0.166208249503476,0,0.217256590070484,0.372469205688305,0.379215952103342,0.161940574279067,0.241885119139336,0.211995517688543,0.157772410175494,36,"ENSG00000288739"
-10.0984112516829,-0.00423558304652489,0.000286598971346507,-0.0625882337365825,-0.0799448557324332,-0.11752916213808,0.0410248591882247,-0.0939480050061778,0.0209918802231722,0.048490494684818,0.00181430853608922,0.0762497820876577,0.0201792304834885,0.178254073374698,0.0557738929227662,0.0488299161233763,0,0.930394322401319,0.874483629819086,0.411742173150711,7.44056761595092e-05,0.509680626202565,0.462000537627067,0.054356518017047,37,"RRAGB"
-8.90751821152706,-0.00487367684481314,-0.00287461942627764,-0.00328838846593423,-0.0108232826352255,1.05678271601102,0.160748665832599,0.234540255011718,0.0389193063176896,0.0870560833761228,0.00348922427273441,0.135760112154834,0.0202249000598375,0.209349709364684,0.102749034934552,0.0860959698374326,0,0.955355202359803,0.410021208926658,0.980675488514482,0.592548620756423,4.46622297144259e-07,0.117705215889241,0.00644628693801175,38,"ENSG00000227486"
-12.5368622767002,-0.0735349157916941,0.000967922739100315,-0.134151406354744,0.0545281746101731,0.329006661712712,-0.0373972369766754,-0.0168408068799883,0.0523803423473895,0.120993041580949,0.00462200490654622,0.197075574282785,0.0608265361024841,0.598220814230001,0.138305229071157,0.126213821724201,0,0.543345648943003,0.834123341414282,0.49605471148477,0.370010486811598,0.582336326652243,0.786855304174605,0.893852715396585,39,"KLF8"
-11.0459098220686,-0.11741264991111,-0.00297150364121993,-0.164411497778992,-0.0385377256694054,-5.40461638769667,-0.322036030494961,-0.199480143896653,0.0468884888969264,0.102829427595771,0.00407877448768689,0.160991721575041,0.0269396200797742,0.218857522482584,0.12298322365544,0.104660168193193,0,0.253529037698887,0.46629010173188,0.307139827339438,0.152567187315057,1.21992671405772e-134,0.00883079058975016,0.0566528544358718,40,"UBQLN2"
-13.7813693925525,0.143795063076349,-0.0328034179485429,-0.639097518197042,0.0366569598096686,1.69201798551572,0.224159177690385,0.456563989127298,0.151341654726942,0.360005511463771,0.0142380478034269,0.543741723828757,0.097250523357106,0.938621579526145,0.420043517373141,0.337295563568199,0,0.689580359221767,0.0212267607512064,0.239846861330544,0.706223180487811,0.0714412244776395,0.593578840701733,0.175863350949588,41,"ENSG00000230105"
-9.65267999269214,-0.0792349922350989,0.00733002188698624,0.453570189883236,0.00121520152777495,-0.153705350552369,-0.188890898438019,-0.245439147868203,0.0310438037726045,0.0701082423843198,0.00272197979289979,0.111565501939439,0.0181753038006522,0.17659258071151,0.0815503762191014,0.0704201023425524,0,0.258400031718067,0.00708333155515537,4.79284120981601e-05,0.946693125777581,0.384084419610506,0.0205447299976433,0.000491482114052743,42,"NBDY"
-11.0051730613781,0.0135939001284928,0.00046879335334997,-0.0363305429310253,-0.0251709979396087,-0.472721228019197,-0.114814497958729,-0.14407166473601,0.0251604990443111,0.0582228400469776,0.00215452419259423,0.0939992987261063,0.031467638050576,0.285588249775853,0.0667813154247451,0.0609842343202853,0,0.815388278940269,0.827752036261358,0.699127867993788,0.423768106894123,0.0978728896210869,0.0855668938541981,0.0181550236160514,43,"SPIN3"
-12.3177394620509,-0.0511291575270632,-0.00332698721298443,0.223936230076509,-0.237251228801059,-5.05428775316576,-0.0954999528977687,-0.304813186913336,0.0286781207999768,0.0664036125963583,0.00244725923901392,0.112153305468587,0.0640445196197938,0.419824250529072,0.0744455318857643,0.0767076770802211,0,0.441314401699287,0.1739961892432,0.04585804861828,0.000211830210706966,2.21474895480953e-33,0.199556389702391,7.07651088993592e-05,44,"SPIN2B"
-11.0085540427466,-0.0320753629506176,-0.0076952046186498,-0.0494890588885277,-0.0732564341419385,-0.516436261737313,-0.0199984273778398,-0.161158091498824,0.0453140147966229,0.104022649519276,0.00393488218672977,0.161626240627336,0.029093056288322,0.257396176592683,0.12253050098612,0.101002948191698,0,0.757816177520757,0.0505078284466693,0.759456592994418,0.0118021957283029,0.0448150077054267,0.870351651587673,0.110583021717801,45,"ENSG00000226310"
-12.4716607865385,0.0528559696184573,-0.00543381483074772,0.126649351034348,-0.0665425886469677,2.11991333300081,0.433617560456864,0.2696437092072,0.0480366965931518,0.111506163056065,0.00416235509479451,0.182291926486758,0.0573926545208743,0.516626640008525,0.128552647134192,0.113444978948984,0,0.635486807824486,0.191734072187776,0.487204990026205,0.2462822091487,4.07164798920061e-05,0.000743340377498427,0.0174603480787856,46,"ENSG00000286977"
-10.5659505450264,-0.0960743885633097,0.0119342136167507,0.18785435153272,0.0654114865134965,0.859680522965728,0.45554043638763,0.311565198916256,0.0569596745850588,0.129158617452564,0.00527296658640666,0.208150712166219,0.0294457343753538,0.322600637635145,0.148913211039941,0.126816464032409,0,0.456968393800729,0.0236182731334858,0.366795571762405,0.0263221984415137,0.00770239379595704,0.00222002870467804,0.0140172981385377,47,"FAAH2"
-12.48606981504,-0.106209121761946,-0.00321876214512461,0.0914425356045725,-0.171381296589803,-3.80728176584146,-0.325364385059568,-0.290459289689178,0.0359193085979218,0.0817789182224065,0.00313687028265496,0.136521550482348,0.0695135767536298,0.475663873361903,0.0932441446633114,0.0913380360114415,0,0.194034978942279,0.304841513221739,0.502983420480354,0.0136846499079946,1.20301314020676e-15,0.000484139820309163,0.00147250932034873,48,"ZXDB"
-11.5962262739836,-0.0737882807774524,-0.000176830385357972,-0.0480894561365239,-0.153727005589876,-2.89473600905871,-0.360236399515302,-0.20946769312474,0.0365272997310871,0.081812558375683,0.00317232047694748,0.135174598966436,0.0449609796965196,0.315388604723123,0.0959595972557278,0.0855616336151739,0,0.367100027771713,0.955547617241949,0.722021743238139,0.00062823907664338,4.37888859305718e-20,0.000174005390595752,0.0143591956440725,49,"ZXDA"
-8.951455915141,-0.109323240146736,-0.00111444835655342,-0.00268360324014827,-0.0348451123703804,1.64388175889833,-0.0607369307701678,-0.123955335089146,0.0304115486969156,0.0686269349338572,0.00273557454137317,0.105131207662063,0.0152827701450941,0.150557573210134,0.0803889905587651,0.0669369262125618,0,0.111158449395044,0.683720860617439,0.97963522790042,0.0226061500252433,9.39061336802075e-28,0.449926288349106,0.0640512532595804,50,"LINC01278"
-12.6581914985856,-0.22149361094634,0.00280207542274279,0.174373922169268,-0.0956328312053731,-1.4245603124457,-0.279227786367646,-0.359346230252974,0.0555917387135828,0.123007894807649,0.00494712597681927,0.210079396712082,0.0708007135349975,0.536679051351041,0.144197296985862,0.131247984162463,0,0.0717587744401012,0.571118697997356,0.406517191885098,0.176781108442526,0.0079449830898615,0.0528152155314156,0.00618294732212984,51,"SPIN4"
-9.84061444580568,0.070865408024278,-0.00670614675870826,-0.087154210200642,-0.0466536436140135,0.724425110782204,-0.0755839324512063,-0.129941224636039,0.0310229371017824,0.0699685859959152,0.00270692007684815,0.109490000884735,0.0202324999097335,0.182117492173926,0.0822363300736805,0.0692104937219592,0,0.31114734241763,0.0132340343525085,0.426031135621164,0.0211175408871852,6.95588074224269e-05,0.358039952778404,0.060452520199784,52,"ARHGEF9"
-13.5143758110218,-0.134991259440098,0.00320415011496611,0.502160267169656,0.0403495506820415,-1.40732830397251,-0.562045266829848,-0.359975874882921,0.0591129673047477,0.133788684627041,0.00511797242929186,0.23786646953585,0.0937933159861524,0.865889133786314,0.157472987591454,0.151734792478136,0,0.312980094894543,0.531276574685623,0.0347635861828626,0.667052751047474,0.10409897246718,0.000358136533519962,0.0176728665506998,53,"AMER1"
-14.0678765020814,-0.0340767388534889,-0.0103970761932128,0.310798074687049,0.0929507627399288,-1.05770942999384,-0.615106714670134,-0.350826337831736,0.0669921183154907,0.157836772926952,0.00590599896321942,0.280114245377605,0.134409315274893,1.32689852652835,0.179172337454412,0.186005514522431,0,0.829066785688973,0.0783355450241306,0.26719712179918,0.489219967097878,0.425376056658177,0.00059684281595594,0.0592805119741103,54,"ENSG00000287370"
-11.2295525335821,-0.143766342849479,0.00828097789039369,0.412985753457938,0.0255682939754385,-0.116111151632334,0.205957025993695,0.194843773864644,0.0437430786302505,0.0997873706593718,0.00380841689277429,0.164219522880237,0.0431776792620362,0.431127712835543,0.114661827060455,0.103653988939488,0,0.149661870140567,0.0296759711005836,0.0119086561679833,0.553740359434992,0.787683735493087,0.0724607011916209,0.0601419102051029,55,"MTMR8"
-9.50552902146637,0.0271405151682703,0.00202749112430732,0.113142598501856,0.0298443381807918,0.260368369771797,0.159113395931216,0.235027948720612,0.0299794587215289,0.0677962870651932,0.00261755886971256,0.109839082333778,0.0210173054151651,0.210564778713825,0.0787786358247537,0.0682617365822397,0,0.688917520117368,0.438591859196149,0.302974347883223,0.155610943307439,0.216263907939431,0.0434090015082644,0.00057521238435521,56,"ZC4H2"
-7.80521422563133,0.112530307951692,0.00303806356917709,0.0315568770653942,0.048094077387551,0.655123746690598,0.359167730601061,0.409388568990756,0.0254188008126954,0.0578156678570467,0.00223353162845575,0.089131193748914,0.0145132089743328,0.149233262491027,0.0676346506660306,0.0567624685608731,0,0.0516110860022328,0.173764681103403,0.723301597989003,0.000920326542927041,1.13386558469955e-05,1.0937884118817e-07,5.50102079610352e-13,57,"ZC3H12B"
-10.2960888063044,0.126748019565626,-0.00160793214983957,0.0407165897569671,-0.0238459451695052,-1.33456602258791,-0.0380992015015603,-0.207218973097316,0.0269752247320093,0.0630753581665515,0.00233828603976408,0.0972680063761124,0.019264504196023,0.182669459322775,0.0721071727050087,0.0616954615997767,0,0.0444873474095939,0.491670585905564,0.675506969426374,0.215783646671278,2.7540327606012e-13,0.597243184178397,0.000782988887347561,58,"LAS1L"
-10.9339105777777,-0.0372510641379349,-0.00259090305486395,0.124175974315915,-0.151041463219228,-2.4702858396144,-0.109707480397141,0.0678073795288736,0.0420825807285944,0.0955066915406064,0.00369031700969323,0.150483975418975,0.0356150591962688,0.271558590099241,0.11102264616831,0.0945193708578048,0,0.696509801325203,0.482628380519491,0.409270886972007,2.22581903482714e-05,9.31218732000643e-20,0.323077195201966,0.47313265236594,59,"MSN"
-9.49949035914422,0.367916187222963,-0.0140804653086523,-0.407492722226471,-0.0136659278988609,0.975016532665919,0.214303840825209,0.0713251970494301,0.0584081741327301,0.134394887552534,0.00524409718988747,0.199510692939059,0.0176637153787903,0.174415269316207,0.155195845156927,0.128852145460147,0,0.00618938611208018,0.00725271431923733,0.0411058675199573,0.439124584757398,2.26806019798291e-08,0.167321800665949,0.579891677100744,60,"HEPH"
-11.8005103660655,0.310016908343657,-0.0033827331993743,-0.34624665641332,-0.140189995105295,-0.691807771139826,0.0353901561360011,-0.144825814635922,0.0554597829098965,0.125671095508791,0.00489574497145055,0.208926813074121,0.0530228002121945,0.404114476211624,0.146358381678701,0.127408407455519,0,0.0136291796403203,0.489594625322606,0.0974663342746308,0.00819431048924011,0.0869131833886339,0.808931435682454,0.255661494386722,61,"EDA2R"
-10.0276863519553,-0.177381658047814,-0.00412880443549841,0.143664056225537,-0.00598306196478659,2.39580874621311,0.0457986999495305,-0.112815775863059,0.0365710388821921,0.0827250891634963,0.00315099186932593,0.129273178947468,0.0226197938794413,0.226392040741568,0.0973052898399676,0.0815244620591911,0,0.0320144235992,0.190087951059907,0.266430011189791,0.791390356629255,3.58989069446638e-26,0.637876270239492,0.166411342986988,62,"OPHN1"
